,adaptive,alg,best_score,cumulative_partial_fit_calls,train_time,wall_time
67,True,succ-halv-bracket=4,-0.12871724367141724,68,497.6357681751251,1.8835067749023438e-05
68,True,succ-halv-bracket=4,-0.12871724367141724,69,501.16841745376587,1.8835067749023438e-05
69,True,succ-halv-bracket=4,-0.12871724367141724,70,508.7780864238739,1.9788742065429688e-05
70,True,succ-halv-bracket=4,-0.12871724367141724,71,523.5865955352783,1.9788742065429688e-05
71,True,succ-halv-bracket=4,-0.12871724367141724,72,527.6218664646149,1.9788742065429688e-05
72,True,succ-halv-bracket=4,-0.12871724367141724,73,532.8507936000824,1.9788742065429688e-05
73,True,succ-halv-bracket=4,-0.12871724367141724,74,546.1990156173706,2.09808349609375e-05
74,True,succ-halv-bracket=4,-0.12871724367141724,75,551.2042684555054,2.09808349609375e-05
75,True,succ-halv-bracket=4,-0.12871724367141724,76,559.7969055175781,2.09808349609375e-05
76,True,succ-halv-bracket=4,-0.12871724367141724,77,565.008805513382,2.193450927734375e-05
77,True,succ-halv-bracket=4,-0.12871724367141724,78,572.0997323989868,2.193450927734375e-05
78,True,succ-halv-bracket=4,-0.12871724367141724,79,577.1021146774292,2.193450927734375e-05
79,True,succ-halv-bracket=4,-0.12871724367141724,80,593.3770537376404,2.193450927734375e-05
80,True,succ-halv-bracket=4,-0.12871724367141724,81,598.5522813796997,2.288818359375e-05
81,True,succ-halv-bracket=4,-0.12871724367141724,83,604.2087044715881,171.79273891448975
82,True,succ-halv-bracket=4,-0.12871724367141724,85,628.9174990653992,171.79273962974548
83,True,succ-halv-bracket=4,-0.11718132346868515,87,651.7925572395325,171.79273962974548
84,True,succ-halv-bracket=4,-0.11718132346868515,89,674.257764339447,171.79274082183838
85,True,succ-halv-bracket=4,-0.11718132346868515,91,697.5775668621063,171.79274082183838
86,True,succ-halv-bracket=4,-0.11718132346868515,93,719.9528062343597,171.7927417755127
87,True,succ-halv-bracket=4,-0.11718132346868515,95,743.2186822891235,171.7927417755127
88,True,succ-halv-bracket=4,-0.11718132346868515,97,748.9894654750824,171.792742729187
89,True,succ-halv-bracket=4,-0.11718132346868515,99,770.9032819271088,171.7927439212799
90,True,succ-halv-bracket=4,-0.11718132346868515,101,779.1932499408722,171.79274487495422
91,True,succ-halv-bracket=4,-0.11718132346868515,103,784.8526103496552,171.79274487495422
92,True,succ-halv-bracket=4,-0.11718132346868515,105,790.5578446388245,171.79274797439575
93,True,succ-halv-bracket=4,-0.11576047539710999,107,812.6012163162231,171.79274797439575
94,True,succ-halv-bracket=4,-0.11576047539710999,109,817.756694316864,171.79274892807007
95,True,succ-halv-bracket=4,-0.11120311915874481,111,831.589435338974,171.79274988174438
96,True,succ-halv-bracket=4,-0.11120311915874481,113,838.401967048645,171.7927508354187
97,True,succ-halv-bracket=4,-0.11120311915874481,115,847.4803981781006,171.79275178909302
98,True,succ-halv-bracket=4,-0.11120311915874481,117,852.8777704238892,171.79275178909302
99,True,succ-halv-bracket=4,-0.11120311915874481,119,875.470648765564,171.79275178909302
100,True,succ-halv-bracket=4,-0.11120311915874481,121,882.5001707077026,171.79275274276733
101,True,succ-halv-bracket=4,-0.11120311915874481,123,887.9617300033569,171.79275274276733
102,True,succ-halv-bracket=4,-0.10608965903520584,125,901.9448285102844,171.79275393486023
103,True,succ-halv-bracket=4,-0.10608965903520584,127,907.0707414150238,171.79275393486023
104,True,succ-halv-bracket=4,-0.10608965903520584,129,912.8071553707123,171.79275488853455
105,True,succ-halv-bracket=4,-0.10608965903520584,131,935.4544944763184,171.79275488853455
106,True,succ-halv-bracket=4,-0.10608965903520584,133,961.402645111084,171.79275679588318
107,True,succ-halv-bracket=4,-0.10608965903520584,135,969.8762519359589,171.79275798797607
108,True,succ-halv-bracket=4,-0.10608965903520584,141,1043.8970918655396,346.234365940094
109,True,succ-halv-bracket=4,-0.10608965903520584,147,1106.7321982383728,346.23437094688416
110,True,succ-halv-bracket=4,-0.10608965903520584,153,1179.5539710521698,346.23437881469727
111,True,succ-halv-bracket=4,-0.10577617585659027,159,1223.5046570301056,346.2343819141388
112,True,succ-halv-bracket=4,-0.10577617585659027,165,1242.828953742981,346.2343828678131
113,True,succ-halv-bracket=4,-0.1029435247182846,171,1266.576806306839,346.2343838214874
114,True,succ-halv-bracket=4,-0.09946943074464798,177,1310.8739366531372,346.23438692092896
115,True,succ-halv-bracket=4,-0.09946943074464798,183,1327.6037364006042,346.23438787460327
116,True,succ-halv-bracket=4,-0.09946943074464798,189,1407.979551076889,346.23439264297485
117,True,succ-halv-bracket=4,-0.09946943074464798,207,1487.8495569229126,511.67702984809875
118,True,succ-halv-bracket=4,-0.09613987058401108,225,1616.4622566699982,511.6770339012146
119,True,succ-halv-bracket=4,-0.09613987058401108,243,1663.581961631775,511.6770348548889
120,True,succ-halv-bracket=4,-0.0950891450047493,297,1793.1714560985565,637.9311947822571
121,True,succ-halv-bracket=4,-0.0950891450047493,299,1801.4489676952362,923.315144777298
122,True,succ-halv-bracket=4,-0.0950891450047493,299,1801.4489676952362,923.315144777298
123,True,succ-halv-bracket=4,-0.0950891450047493,299,1801.4489676952362,923.315144777298
124,True,succ-halv-bracket=4,-0.0950891450047493,299,1801.4489676952362,923.315144777298
125,True,succ-halv-bracket=4,-0.0950891450047493,299,1801.4489676952362,923.315144777298
126,True,succ-halv-bracket=4,-0.0950891450047493,301,1807.8025538921356,923.3151459693909
127,True,succ-halv-bracket=4,-0.0950891450047493,303,1821.5825188159943,923.3151459693909
128,True,succ-halv-bracket=4,-0.0950891450047493,303,1821.5825188159943,923.3151459693909
129,True,succ-halv-bracket=4,-0.0950891450047493,309,1838.176577091217,923.3151459693909
130,True,succ-halv-bracket=4,-0.0950891450047493,309,1838.176577091217,923.3151459693909
131,True,succ-halv-bracket=4,-0.0950891450047493,309,1838.176577091217,923.3151459693909
132,True,succ-halv-bracket=4,-0.0950891450047493,309,1838.176577091217,923.3151459693909
133,True,succ-halv-bracket=4,-0.0950891450047493,309,1838.176577091217,923.3151459693909
134,True,succ-halv-bracket=4,-0.0950891450047493,309,1838.176577091217,923.3151459693909
135,True,succ-halv-bracket=4,-0.0950891450047493,309,1838.176577091217,923.3151459693909
136,True,succ-halv-bracket=4,-0.0950891450047493,309,1838.176577091217,923.3151459693909
137,True,succ-halv-bracket=4,-0.0950891450047493,309,1838.176577091217,923.3151459693909
138,True,succ-halv-bracket=4,-0.0950891450047493,309,1838.176577091217,923.3151459693909
139,True,succ-halv-bracket=4,-0.0950891450047493,309,1838.176577091217,923.3151459693909
140,True,succ-halv-bracket=4,-0.0950891450047493,311,1851.3073914051056,923.3151469230652
141,True,succ-halv-bracket=4,-0.0950891450047493,311,1851.3073914051056,923.3151469230652
142,True,succ-halv-bracket=4,-0.0950891450047493,317,1985.0860896110535,923.3151469230652
143,True,succ-halv-bracket=4,-0.0950891450047493,317,1985.0860896110535,923.3151469230652
144,True,succ-halv-bracket=4,-0.0950891450047493,317,1985.0860896110535,923.3151469230652
145,True,succ-halv-bracket=4,-0.0950891450047493,317,1985.0860896110535,923.3151469230652
146,True,succ-halv-bracket=4,-0.0950891450047493,317,1985.0860896110535,923.3151469230652
147,True,succ-halv-bracket=4,-0.0950891450047493,317,1985.0860896110535,923.3151469230652
148,True,succ-halv-bracket=4,-0.0950891450047493,317,1985.0860896110535,923.3151469230652
149,True,succ-halv-bracket=4,-0.0950891450047493,319,1999.9652888774872,923.3151478767395
150,True,succ-halv-bracket=4,-0.0950891450047493,319,1999.9652888774872,923.3151478767395
151,True,succ-halv-bracket=4,-0.0950891450047493,319,1999.9652888774872,923.3151478767395
152,True,succ-halv-bracket=4,-0.0950891450047493,337,2169.621268749237,923.3151478767395
153,True,succ-halv-bracket=4,-0.0950891450047493,337,2169.621268749237,923.3151478767395
154,True,succ-halv-bracket=4,-0.0950891450047493,337,2169.621268749237,923.3151478767395
155,True,succ-halv-bracket=4,-0.0950891450047493,337,2169.621268749237,923.3151478767395
156,True,succ-halv-bracket=4,-0.0950891450047493,337,2169.621268749237,923.3151478767395
157,True,succ-halv-bracket=4,-0.0950891450047493,339,2174.348573923111,923.3151490688324
158,True,succ-halv-bracket=4,-0.0950891450047493,341,2183.6956179142,923.3151490688324
159,True,succ-halv-bracket=4,-0.0950891450047493,341,2183.6956179142,923.3151490688324
160,True,succ-halv-bracket=4,-0.0950891450047493,347,2255.293237686157,923.3151490688324
161,True,succ-halv-bracket=4,-0.0950891450047493,347,2255.293237686157,923.3151490688324
162,True,succ-halv-bracket=4,-0.0950891450047493,347,2255.293237686157,923.3151490688324
163,True,succ-halv-bracket=4,-0.0950891450047493,347,2255.293237686157,923.3151490688324
164,True,succ-halv-bracket=4,-0.0950891450047493,347,2255.293237686157,923.3151490688324
165,True,succ-halv-bracket=4,-0.0950891450047493,347,2255.293237686157,923.3151490688324
166,True,succ-halv-bracket=4,-0.0950891450047493,347,2255.293237686157,923.3151490688324
167,True,succ-halv-bracket=4,-0.0950891450047493,347,2255.293237686157,923.3151490688324
168,True,succ-halv-bracket=4,-0.0950891450047493,347,2255.293237686157,923.3151490688324
169,True,succ-halv-bracket=4,-0.0950891450047493,347,2255.293237686157,923.3151490688324
170,True,succ-halv-bracket=4,-0.0950891450047493,347,2255.293237686157,923.3151490688324
171,True,succ-halv-bracket=4,-0.0950891450047493,349,2260.528945207596,923.3151500225067
172,True,succ-halv-bracket=4,-0.0950891450047493,349,2260.528945207596,923.3151500225067
173,True,succ-halv-bracket=4,-0.0950891450047493,355,2332.504855155945,923.3151500225067
174,True,succ-halv-bracket=4,-0.0950891450047493,355,2332.504855155945,923.3151500225067
175,True,succ-halv-bracket=4,-0.0950891450047493,355,2332.504855155945,923.3151500225067
176,True,succ-halv-bracket=4,-0.0950891450047493,355,2332.504855155945,923.3151500225067
177,True,succ-halv-bracket=4,-0.0950891450047493,355,2332.504855155945,923.3151500225067
178,True,succ-halv-bracket=4,-0.0950891450047493,355,2332.504855155945,923.3151500225067
179,True,succ-halv-bracket=4,-0.0950891450047493,355,2332.504855155945,923.3151500225067
180,True,succ-halv-bracket=4,-0.0950891450047493,357,2339.036002635956,923.3151507377625
181,True,succ-halv-bracket=4,-0.0950891450047493,359,2343.9903886318207,923.3151507377625
182,True,succ-halv-bracket=4,-0.0950891450047493,359,2343.9903886318207,923.3151507377625
183,True,succ-halv-bracket=4,-0.0950891450047493,365,2413.438470840454,923.3151507377625
184,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
185,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
186,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
187,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
188,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
189,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
190,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
191,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
192,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
193,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
194,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
195,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
196,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
197,True,succ-halv-bracket=4,-0.0950891450047493,371,2485.8003628253937,923.3151507377625
198,True,succ-halv-bracket=4,-0.0950891450047493,373,2491.2757272720337,923.3151516914368
199,True,succ-halv-bracket=4,-0.0950891450047493,375,2496.2836763858795,923.3151516914368
200,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
201,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
202,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
203,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
204,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
205,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
206,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
207,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
208,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
209,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
210,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
211,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
212,True,succ-halv-bracket=4,-0.0950891450047493,377,2501.7309646606445,923.3151516914368
213,True,succ-halv-bracket=4,-0.0950891450047493,379,2514.882119655609,923.3151528835297
214,True,succ-halv-bracket=4,-0.0950891450047493,385,2534.3623003959656,923.3151528835297
215,True,succ-halv-bracket=4,-0.0950891450047493,385,2534.3623003959656,923.3151528835297
216,True,succ-halv-bracket=4,-0.0950891450047493,385,2534.3623003959656,923.3151528835297
217,True,succ-halv-bracket=4,-0.0950891450047493,403,2698.269501686096,923.3151528835297
218,True,succ-halv-bracket=4,-0.0950891450047493,403,2698.269501686096,923.3151528835297
219,True,succ-halv-bracket=4,-0.0950891450047493,403,2698.269501686096,923.3151528835297
220,True,succ-halv-bracket=4,-0.0950891450047493,403,2698.269501686096,923.3151528835297
221,True,succ-halv-bracket=4,-0.0950891450047493,403,2698.269501686096,923.3151528835297
222,True,succ-halv-bracket=4,-0.0950891450047493,403,2698.269501686096,923.3151528835297
223,True,succ-halv-bracket=4,-0.0950891450047493,403,2698.269501686096,923.3151528835297
224,True,succ-halv-bracket=4,-0.0950891450047493,403,2698.269501686096,923.3151528835297
225,True,succ-halv-bracket=4,-0.0950891450047493,405,2706.416614294052,923.315153837204
226,True,succ-halv-bracket=4,-0.0950891450047493,407,2712.247777223587,923.315153837204
227,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
228,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
229,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
230,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
231,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
232,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
233,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
234,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
235,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
236,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
237,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
238,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
239,True,succ-halv-bracket=4,-0.0950891450047493,409,2725.516202688217,923.315153837204
240,True,succ-halv-bracket=4,-0.0950891450047493,411,2738.1469616889954,923.3151547908783
241,True,succ-halv-bracket=4,-0.0950891450047493,417,2765.552002429962,923.3151547908783
242,True,succ-halv-bracket=4,-0.0950891450047493,423,2780.7633628845215,923.3151547908783
243,True,succ-halv-bracket=4,-0.0950891450047493,423,2780.7633628845215,923.3151547908783
244,True,succ-halv-bracket=4,-0.0950891450047493,423,2780.7633628845215,923.3151547908783
245,True,succ-halv-bracket=4,-0.0950891450047493,423,2780.7633628845215,923.3151547908783
246,True,succ-halv-bracket=4,-0.0950891450047493,423,2780.7633628845215,923.3151547908783
247,True,succ-halv-bracket=4,-0.0950891450047493,423,2780.7633628845215,923.3151547908783
248,True,succ-halv-bracket=4,-0.0950891450047493,423,2780.7633628845215,923.3151547908783
249,True,succ-halv-bracket=4,-0.0950891450047493,423,2780.7633628845215,923.3151547908783
250,True,succ-halv-bracket=4,-0.0950891450047493,423,2780.7633628845215,923.3151547908783
251,True,succ-halv-bracket=4,-0.0950891450047493,423,2780.7633628845215,923.3151547908783
252,True,succ-halv-bracket=4,-0.0950891450047493,423,2780.7633628845215,923.3151547908783
253,True,succ-halv-bracket=4,-0.0950891450047493,425,2786.430620908737,923.3151559829712
254,True,succ-halv-bracket=4,-0.0950891450047493,427,2798.2225110530853,923.3151559829712
255,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
256,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
257,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
258,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
259,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
260,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
261,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
262,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
263,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
264,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
265,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
266,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
267,True,succ-halv-bracket=4,-0.0950891450047493,429,2821.9065268039703,923.3151559829712
268,True,succ-halv-bracket=4,-0.0950891450047493,431,2834.594979763031,923.3151569366455
269,True,succ-halv-bracket=4,-0.0950891450047493,433,2855.5204045772552,923.3151569366455
270,True,succ-halv-bracket=4,-0.0950891450047493,435,2864.6184186935425,923.3151569366455
271,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
272,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
273,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
274,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
275,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
276,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
277,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
278,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
279,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
280,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
281,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
282,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
283,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
284,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
285,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
286,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
287,True,succ-halv-bracket=4,-0.0950891450047493,437,2875.4250116348267,923.3151569366455
288,True,succ-halv-bracket=4,-0.0950891450047493,439,2881.392208337784,923.3151578903198
289,True,succ-halv-bracket=4,-0.0950891450047493,441,2897.8700613975525,923.3151578903198
290,True,succ-halv-bracket=4,-0.0950891450047493,441,2897.8700613975525,923.3151578903198
291,True,succ-halv-bracket=4,-0.0950891450047493,447,2915.6465349197388,923.3151578903198
292,True,succ-halv-bracket=4,-0.0950891450047493,447,2915.6465349197388,923.3151578903198
293,True,succ-halv-bracket=4,-0.0950891450047493,447,2915.6465349197388,923.3151578903198
294,True,succ-halv-bracket=4,-0.0950891450047493,447,2915.6465349197388,923.3151578903198
295,True,succ-halv-bracket=4,-0.0950891450047493,447,2915.6465349197388,923.3151578903198
296,True,succ-halv-bracket=4,-0.0950891450047493,447,2915.6465349197388,923.3151578903198
297,True,succ-halv-bracket=4,-0.0950891450047493,447,2915.6465349197388,923.3151578903198
298,True,succ-halv-bracket=4,-0.0950891450047493,447,2915.6465349197388,923.3151578903198
299,True,succ-halv-bracket=4,-0.0950891450047493,447,2915.6465349197388,923.3151578903198
300,True,succ-halv-bracket=4,-0.0950891450047493,447,2915.6465349197388,923.3151578903198
301,True,succ-halv-bracket=4,-0.0950891450047493,447,2915.6465349197388,923.3151578903198
302,True,succ-halv-bracket=4,-0.0950891450047493,449,2929.5671548843384,923.3151588439941
303,True,succ-halv-bracket=4,-0.0950891450047493,451,2951.7608318328857,923.3151588439941
304,True,succ-halv-bracket=4,-0.0950891450047493,451,2951.7608318328857,923.3151588439941
305,True,succ-halv-bracket=4,-0.0950891450047493,451,2951.7608318328857,923.3151588439941
306,True,succ-halv-bracket=4,-0.0950891450047493,469,3114.605421066284,923.3151588439941
307,True,succ-halv-bracket=4,-0.0950891450047493,469,3114.605421066284,923.3151588439941
