,algorithm,best_score,max_iter,num_models,overhead,partial_fit_calls,patience,time,tol,workers
289,hyperband,0.954220556289476,27,49,7.229352108682015,357,,2.4195737838745117,,64
290,hyperband,1.031168904635796,27,49,7.2404108127626055,357,,2.4232749938964844,,64
291,hyperband,1.2882509183864408,27,49,7.783298866421569,357,,2.6049728393554688,,64
292,hyperband,1.0935193137370465,27,49,7.322404364577863,357,,2.4507172107696533,,64
293,hyperband,1.0018527750727257,27,49,7.36699749886934,357,,2.465641975402832,,64
294,hyperband,1.6461561187849296,27,49,7.881226526255034,357,,2.6377480030059814,,64
295,hyperband,1.2705938134548336,27,49,7.18020769505719,357,,2.403125762939453,,64
296,hyperband,1.5332022235272345,27,49,7.223497207313915,357,,2.417614221572876,,64
297,hyperband,1.0915433355038293,27,49,7.374475872705854,357,,2.4681448936462402,,64
298,hyperband,1.3030093785071275,27,49,7.888749778882908,357,,2.640265941619873,,64
299,hyperband,1.3689397875144902,27,49,7.456502193162422,357,,2.495598077774048,,64
300,stop_on_plateau,0.8314479810381098,27,13,184.82808822240585,13,10.0,2.2525923252105713,0.01,64
301,stop_on_plateau,0.8097481570352578,27,13,184.7386286808894,13,10.0,2.25150203704834,0.1,64
302,stop_on_plateau,1.1519101062840356,27,13,200.98464183318308,13,20.0,2.449500322341919,0.01,64
303,stop_on_plateau,1.2620602718322762,27,13,181.20009593474558,13,20.0,2.208376169204712,0.1,64
304,stop_on_plateau,0.9241516600133071,27,13,182.1313711313101,13,40.0,2.219726085662842,0.01,64
305,stop_on_plateau,1.0042438378622995,27,13,189.15221385466745,13,40.0,2.3052926063537598,0.1,64
306,stop_on_plateau,0.7901947300392735,27,26,102.34892429449619,26,10.0,2.4947550296783447,0.01,64
307,stop_on_plateau,1.4499962298822389,27,26,93.52602836413261,26,10.0,2.2796969413757324,0.1,64
308,stop_on_plateau,1.0836792313050387,27,26,103.6647698818109,26,20.0,2.5268287658691406,0.01,64
309,stop_on_plateau,1.0964157133909074,27,26,92.97448182717348,26,20.0,2.2662529945373535,0.1,64
310,stop_on_plateau,0.9820872388635238,27,26,102.59754474346454,26,40.0,2.5008151531219482,0.01,64
311,stop_on_plateau,0.9535856617240582,27,26,93.66473662547575,26,40.0,2.2830779552459717,0.1,64
312,hyperband,1.668356580825948,81,143,4.944423037743533,1581,,7.328562021255493,,64
313,hyperband,1.44364766546784,81,143,4.956528729787236,1581,,7.3465049266815186,,64
314,hyperband,1.4659326124047278,81,143,4.9299032206075895,1581,,7.3070409297943115,,64
315,hyperband,1.6482371408306762,81,143,4.7410654916105806,1581,,7.027148008346558,,64
316,hyperband,1.3664870052942037,81,143,4.974725712408829,1581,,7.373476266860962,,64
317,hyperband,1.7362334461266433,81,143,4.9425225254857486,1581,,7.325745105743408,,64
318,hyperband,1.7363506192633362,81,143,4.857637106605705,1581,,7.1999289989471436,,64
319,hyperband,1.4923284828902308,81,143,4.732229838812625,1581,,7.014051914215088,,64
320,hyperband,1.6116214910534576,81,143,4.900976346309693,1581,,7.264165878295898,,64
321,hyperband,1.6422727699107647,81,143,4.9128339985817915,1581,,7.281741142272949,,64
322,hyperband,1.474738351003035,81,143,4.715379380787724,1581,,6.989076375961304,,64
323,hyperband,1.3262066965643915,81,143,4.867882178650611,1581,,7.215114116668701,,64
324,stop_on_plateau,1.523960755616752,81,19,369.34793037280707,19,10.0,6.579010009765625,0.01,64
325,stop_on_plateau,1.1947165452302266,81,19,250.8085418165776,19,10.0,4.467527151107788,0.1,64
326,stop_on_plateau,1.4787658239748702,81,19,366.6081077174137,19,20.0,6.530206918716431,0.01,64
327,stop_on_plateau,1.244078288786177,81,19,368.75463117632955,19,20.0,6.568441867828369,0.1,64
328,stop_on_plateau,1.4919995019955339,81,19,367.73973431503566,19,40.0,6.550364017486572,0.01,64
329,stop_on_plateau,1.551782262084413,81,19,356.60832722981775,19,40.0,6.352085828781128,0.1,64
330,stop_on_plateau,1.4013167686540349,81,39,194.86416547726364,39,10.0,7.124721050262451,0.01,64
331,stop_on_plateau,1.1340196472127073,81,39,137.59641728849493,39,10.0,5.030869007110596,0.1,64
332,stop_on_plateau,1.4812049981887754,81,39,197.9999444423578,39,20.0,7.239372968673706,0.01,64
333,stop_on_plateau,1.3533833581901755,81,39,185.2750207623865,39,20.0,6.774117946624756,0.1,64
334,stop_on_plateau,1.3340486318750147,81,39,206.6512474646935,39,40.0,7.5556862354278564,0.01,64
335,stop_on_plateau,1.463331061899094,81,39,195.29271574101898,39,40.0,7.140389919281006,0.1,64
336,hyperband,1.6133423256442485,243,143,4.657425150883676,4743,,20.709532022476196,,64
337,hyperband,1.5653762777608995,243,143,4.591963830538096,4743,,20.41845417022705,,64
338,hyperband,1.431833357661648,243,143,4.592593313226948,4743,,20.421253204345703,,64
339,hyperband,1.6734080433904328,243,143,4.580359526281741,4743,,20.366854906082153,,64
340,hyperband,1.7447415152094636,243,143,4.562561466250017,4743,,20.28771471977234,,64
341,hyperband,1.4961483152666528,243,143,4.6241358114198725,4743,,20.561508893966675,,64
342,hyperband,1.4753357450252047,243,143,4.524951376912632,4743,,20.120479106903076,,64
343,hyperband,1.786460725569501,243,143,4.573686044644603,4743,,20.337180852890015,,64
344,hyperband,1.42811839674303,243,143,4.566645597119686,4743,,20.305875062942505,,64
345,hyperband,1.5133116833351197,243,143,4.567652447710085,4743,,20.310352087020874,,64
346,hyperband,1.874194954620703,243,143,4.604438579596056,4743,,20.473923921585083,,64
347,hyperband,1.5321128988132318,243,143,4.583971330660261,4743,,20.382915019989014,,64
348,stop_on_plateau,1.9114071767311978,243,19,1058.906220553214,19,10.0,18.861767053604126,0.01,64
349,stop_on_plateau,1.1783994857913742,243,19,245.27483488384047,19,10.0,4.368957996368408,0.1,64
350,stop_on_plateau,1.2380836608798373,243,19,1074.7703016849987,19,20.0,19.144345998764038,0.01,64
351,stop_on_plateau,1.517409089190329,243,19,446.6255187988282,19,20.0,7.955517053604126,0.1,64
352,stop_on_plateau,1.450333075859295,243,19,1054.0942543431333,19,40.0,18.77605390548706,0.01,64
353,stop_on_plateau,1.3865079495020844,243,19,891.4685165672972,19,40.0,15.87928295135498,0.1,64
354,stop_on_plateau,1.5626840858441646,243,39,542.5484094864283,39,10.0,19.836926221847534,0.01,64
355,stop_on_plateau,1.2140753484366034,243,39,112.78878888513289,39,10.0,4.123840093612671,0.1,64
356,stop_on_plateau,1.5296416183814094,243,39,552.678478273571,39,20.0,20.20730686187744,0.01,64
357,stop_on_plateau,1.4774928290543008,243,39,213.02112677158456,39,20.0,7.78858494758606,0.1,64
358,stop_on_plateau,1.3643809468608068,243,39,556.0422848432493,39,40.0,20.3302960395813,0.01,64
359,stop_on_plateau,1.5689202832209783,243,39,371.1502466446314,39,40.0,13.570180892944336,0.1,64
360,hyperband,1.2877503375274728,27,49,1.5979643518072106,357,,8.557099103927612,,4
361,hyperband,1.0857088393170469,27,49,1.453963759677862,357,,7.785975933074951,,4
362,hyperband,0.9828469814872203,27,49,1.3662337811609835,357,,7.316181898117065,,4
363,hyperband,1.1404209828023972,27,49,1.4488220660069857,357,,7.758442163467407,,4
364,hyperband,1.4999484278473998,27,49,1.5087327592067916,357,,8.079263925552368,,4
365,hyperband,1.0880059265512085,27,49,1.4010912897873995,357,,7.502843856811523,,4
366,hyperband,1.2421358349541642,27,49,1.459279937459196,357,,7.814444065093994,,4
367,hyperband,1.286570400213266,27,49,1.4588545239160933,357,,7.812165975570679,,4
368,hyperband,1.2928010184841046,27,49,1.4782543609790109,357,,7.9160521030426025,,4
369,hyperband,1.152269112738807,27,49,1.4506500308253185,357,,7.76823091506958,,4
370,hyperband,1.1510333394959176,27,49,1.4153249457436785,357,,7.5790650844573975,,4
371,hyperband,1.2710238216792737,27,49,1.4482072978015263,357,,7.755150079727173,,4
372,stop_on_plateau,1.2477740609287913,27,13,35.442611498710434,13,10.0,6.911309242248535,0.01,4
373,stop_on_plateau,1.1228645801972355,27,13,32.09355794466459,13,10.0,6.258243799209595,0.1,4
374,stop_on_plateau,0.833224976203067,27,13,34.38310256371131,13,20.0,6.704704999923706,0.01,4
375,stop_on_plateau,1.0896152215706285,27,13,33.07854945843036,13,20.0,6.450317144393921,0.1,4
376,stop_on_plateau,0.9619177437880154,27,13,34.57143612397022,13,40.0,6.741430044174194,0.01,4
377,stop_on_plateau,1.205991648371615,27,13,35.10282589839055,13,40.0,6.845051050186157,0.1,4
378,stop_on_plateau,0.9357085993438065,27,26,32.64775887513772,26,10.0,12.732625961303711,0.01,4
379,stop_on_plateau,1.0171705590336546,27,26,26.115256700760277,26,10.0,10.184950113296509,0.1,4
380,stop_on_plateau,1.0922301366627776,27,26,32.31785358526768,26,20.0,12.603962898254395,0.01,4
381,stop_on_plateau,1.3283949065863876,27,26,30.788348271296574,26,20.0,12.007455825805664,0.1,4
382,stop_on_plateau,1.1293027642446882,27,26,32.82779791416266,26,40.0,12.802841186523438,0.01,4
383,stop_on_plateau,0.9028228237656842,27,26,32.5415721306434,26,40.0,12.691213130950928,0.1,4
384,hyperband,1.507906604150669,81,143,1.3259752475835844,1581,,31.445502996444702,,4
385,hyperband,1.5256358910427257,81,143,1.33521334169385,1581,,31.664584398269653,,4
386,hyperband,1.4894491581189444,81,143,1.3116825187404826,1581,,31.106550931930542,,4
387,hyperband,1.4605068991240782,81,143,1.2897393634594267,1581,,30.586169004440308,,4
388,hyperband,1.5779163235894729,81,143,1.306459206507323,1581,,30.982680082321167,,4
389,hyperband,1.3340479604143813,81,143,1.3002400153954523,1581,,30.83519196510315,,4
390,hyperband,1.825629644712247,81,143,1.2838903218413515,1581,,30.44745898246765,,4
391,hyperband,1.4167913193317727,81,143,1.3038869801890667,1581,,30.921679735183716,,4
392,hyperband,1.5831228577826864,81,143,1.3147971008287913,1581,,31.180413246154785,,4
393,hyperband,1.5626089517100996,81,143,1.3376619402125192,1581,,31.722652912139893,,4
394,hyperband,1.607548050248706,81,143,1.3085427023855263,1581,,31.032090187072754,,4
395,hyperband,1.573723184617714,81,143,1.3231286011289098,1581,,31.377994775772095,,4
396,stop_on_plateau,1.1906571857288402,81,19,89.27715786716395,19,10.0,25.443989992141724,0.01,4
397,stop_on_plateau,1.25723206481673,81,19,32.98949442411724,19,10.0,9.402005910873413,0.1,4
398,stop_on_plateau,1.3579367305496028,81,19,92.80211632711847,19,20.0,26.44860315322876,0.01,4
399,stop_on_plateau,1.169559300834309,81,19,62.07390500788104,19,20.0,17.691062927246094,0.1,4
400,stop_on_plateau,1.5258096876542833,81,19,98.44258375335158,19,40.0,28.0561363697052,0.01,4
401,stop_on_plateau,1.4198372719418202,81,19,84.8856106139066,19,40.0,24.19239902496338,0.1,4
402,stop_on_plateau,1.298556298038685,81,39,90.0771536378779,39,10.0,52.69513487815857,0.01,4
403,stop_on_plateau,1.5469359845360149,81,39,32.13303761604505,39,10.0,18.797827005386353,0.1,4
404,stop_on_plateau,1.3420426513419024,81,39,96.44279316959219,39,20.0,56.419034004211426,0.01,4
405,stop_on_plateau,1.3872616431558233,81,39,58.424746684539016,39,20.0,34.17847681045532,0.1,4
406,stop_on_plateau,1.3635731992255695,81,39,95.15294009803708,39,40.0,55.664469957351685,0.01,4
407,stop_on_plateau,1.3648597746961433,81,39,89.36948572468555,39,40.0,52.28114914894104,0.1,4
408,hyperband,1.689963913034353,243,143,1.2242905731169,4743,,87.10215282440186,,4
409,hyperband,1.5835729934450595,243,143,1.2319269514744042,4743,,87.64544296264648,,4
410,hyperband,1.4516719373730385,243,143,1.2553459226192867,4743,,89.31158566474915,,4
411,hyperband,1.4849508078159959,243,143,1.238483956696421,4743,,88.11194109916687,,4
412,hyperband,1.6321778561694893,243,143,1.246227116550931,4743,,88.66282820701599,,4
413,hyperband,1.5423500517995716,243,143,1.2422113829431838,4743,,88.3771288394928,,4
414,hyperband,1.5017132350163305,243,143,1.2249879805535189,4743,,87.1517698764801,,4
415,hyperband,1.6338741342507426,243,143,1.267398890796168,4743,,90.16909408569336,,4
416,hyperband,1.675999324297067,243,143,1.2690508136914145,4743,,90.28662014007568,,4
417,hyperband,1.7393099507146437,243,143,1.2223403496889365,4743,,86.96340417861938,,4
418,hyperband,1.5595366823610097,243,143,1.2574625045419268,4743,,89.46216988563538,,4
419,hyperband,1.6399064367714147,243,143,1.2249537819225578,4743,,87.14933681488037,,4
420,stop_on_plateau,1.2607323519222906,243,19,139.37202503806668,19,10.0,39.721027135849,0.01,4
421,stop_on_plateau,1.2077193727028803,243,19,33.75382841679088,19,10.0,9.6198410987854,0.1,4
422,stop_on_plateau,1.5501242414253973,243,19,165.47437550728782,19,20.0,47.160197019577026,0.01,4
423,stop_on_plateau,1.7275514124073104,243,19,64.42565667001826,19,20.0,18.3613121509552,0.1,4
424,stop_on_plateau,1.1557464622018836,243,19,225.52687076100133,19,40.0,64.27515816688538,0.01,4
425,stop_on_plateau,1.2863950611244266,243,19,107.74274708931907,19,40.0,30.706682920455933,0.1,4
426,stop_on_plateau,1.6296012400847968,243,39,117.02428230872522,39,10.0,68.45920515060425,0.01,4
427,stop_on_plateau,1.3054387133900314,243,39,29.113256014310398,39,10.0,17.031254768371582,0.1,4
428,stop_on_plateau,1.91378652882673,243,39,177.18567318386502,39,20.0,103.65361881256104,0.01,4
429,stop_on_plateau,1.4456527852202392,243,39,66.97068173661192,39,20.0,39.17784881591797,0.1,4
430,stop_on_plateau,1.487783511565355,243,39,199.7620941227318,39,40.0,116.8608250617981,0.01,4
431,stop_on_plateau,1.7630808407022303,243,39,116.80053523463063,39,40.0,68.32831311225891,0.1,4
432,hyperband,1.1928178952366801,27,49,1.958009753685817,357,,5.242571115493774,,8
433,hyperband,1.0690712688283528,27,49,1.5342435471706588,357,,4.1079370975494385,,8
434,hyperband,1.0021734522371042,27,49,1.609898771113263,357,,4.310503959655762,,8
435,hyperband,1.2163279708472745,27,49,1.5502053482525824,357,,4.150674819946289,,8
436,hyperband,1.1211167842825325,27,49,1.5181677682059154,357,,4.064894199371338,,8
437,hyperband,1.0204154374051342,27,49,1.5420440866165803,357,,4.1288230419158936,,8
438,hyperband,1.3770611254921095,27,49,1.5276096782096629,357,,4.090174913406372,,8
439,hyperband,1.0534353134754841,27,49,1.6647480449088816,357,,4.45736289024353,,8
440,hyperband,0.88058073073093,27,49,1.5695424084347283,357,,4.202449798583984,,8
441,hyperband,1.0704005241344536,27,49,1.5168249662739446,357,,4.061298847198486,,8
442,hyperband,1.2447886012113694,27,49,1.595195089958184,357,,4.271134853363037,,8
443,hyperband,1.0396745772350977,27,49,1.6242580253536962,357,,4.3489508628845215,,8
444,stop_on_plateau,1.1258696416996057,27,13,38.616544772417114,13,10.0,3.765113115310669,0.01,8
445,stop_on_plateau,1.0678228783865076,27,13,36.98910688742613,13,10.0,3.606437921524048,0.1,8
446,stop_on_plateau,1.4348959875390634,27,13,37.69437838823367,13,20.0,3.675201892852783,0.01,8
447,stop_on_plateau,0.9375368646651671,27,13,38.71247462737254,13,20.0,3.7744662761688232,0.1,8
448,stop_on_plateau,0.9720603286576949,27,13,41.043988252297424,13,40.0,4.001788854598999,0.01,8
449,stop_on_plateau,0.7153459170296588,27,13,38.34850360185672,13,40.0,3.7389791011810303,0.1,8
450,stop_on_plateau,1.133162604690491,27,26,35.76573958763709,26,10.0,6.974319219589233,0.01,8
451,stop_on_plateau,1.323892810187241,27,26,26.989128650763096,26,10.0,5.262880086898804,0.1,8
452,stop_on_plateau,1.0909717678647168,27,26,35.75367683019393,26,20.0,6.971966981887817,0.01,8
453,stop_on_plateau,1.0329043193098797,27,26,34.77257948655348,26,20.0,6.78065299987793,0.1,8
454,stop_on_plateau,1.084926955029541,27,26,36.976850949800934,26,40.0,7.210485935211182,0.01,8
455,stop_on_plateau,1.1188335965222185,27,26,35.75685696724133,26,40.0,6.9725871086120605,0.1,8
456,hyperband,1.4362264412298151,81,143,1.4570739282828806,1581,,17.277254104614258,,8
457,hyperband,1.6309166008092053,81,143,1.4504929320761455,1581,,17.199219942092896,,8
458,hyperband,1.4880117340075802,81,143,1.471008471288486,1581,,17.442482948303223,,8
459,hyperband,1.5001294349982,81,143,1.4520315588111241,1581,,17.217464208602905,,8
460,hyperband,1.4077455011929236,81,143,1.4525028866553342,1581,,17.223052978515625,,8
461,hyperband,1.5186658590668691,81,143,1.4550605153022074,1581,,17.253380060195923,,8
462,hyperband,1.6809842105972168,81,143,1.4727211440888834,1581,,17.462790966033936,,8
463,hyperband,1.5411654961612582,81,143,1.4505007738004423,1581,,17.199312925338745,,8
464,hyperband,1.57314266819201,81,143,1.4587105162506135,1581,,17.29665994644165,,8
465,hyperband,1.53146572895211,81,143,1.4356423550307587,1581,,17.02312922477722,,8
466,hyperband,1.6094923485148693,81,143,1.44154138261448,1581,,17.093076944351196,,8
467,hyperband,1.8618966810148403,81,143,1.4686703707079534,1581,,17.414758920669556,,8
468,stop_on_plateau,1.7492872961056045,81,19,92.60182297020629,19,10.0,13.195759773254395,0.01,8
469,stop_on_plateau,1.0732443304425265,81,19,34.95155802944251,19,10.0,4.980597019195557,0.1,8
470,stop_on_plateau,1.201098409196585,81,19,96.13234369378341,19,20.0,13.698858976364136,0.01,8
471,stop_on_plateau,1.3477414084225898,81,19,75.4863504777875,19,20.0,10.756804943084717,0.1,8
472,stop_on_plateau,1.4483108566932987,81,19,105.70647089104904,19,40.0,15.063172101974487,0.01,8
473,stop_on_plateau,1.5236922577929637,81,19,96.28461201985678,19,40.0,13.72055721282959,0.1,8
474,stop_on_plateau,1.2938744728659208,81,39,95.21412645649707,39,10.0,27.85013198852539,0.01,8
475,stop_on_plateau,1.2818719818688367,81,39,38.06990435999683,39,10.0,11.135447025299072,0.1,8
476,stop_on_plateau,1.4419022251557911,81,39,97.78686181092874,39,20.0,28.602657079696655,0.01,8
477,stop_on_plateau,1.769014093279046,81,39,69.54947007008089,39,20.0,20.343219995498657,0.1,8
478,stop_on_plateau,1.3112439931693833,81,39,100.2556996467786,39,40.0,29.32479214668274,0.01,8
479,stop_on_plateau,1.5547608562256987,81,39,93.66898821969318,39,40.0,27.398179054260254,0.1,8
480,hyperband,1.7952186928910652,243,143,1.3366259277909964,4743,,47.547125816345215,,8
481,hyperband,1.646457879184963,243,143,1.363356221173768,4743,,48.49798917770386,,8
482,hyperband,1.602247041663547,243,143,1.374942214668773,4743,,48.91013193130493,,8
483,hyperband,1.6914007300884397,243,143,1.3763751791955985,4743,,48.961106061935425,,8
484,hyperband,1.6544067078333706,243,143,1.3216595680214833,4743,,47.014734983444214,,8
485,hyperband,1.6375084307430003,243,143,1.3843559768079448,4743,,49.24500298500061,,8
486,hyperband,1.4052672905466521,243,143,1.389619281835018,4743,,49.43223190307617,,8
487,hyperband,1.635447899297689,243,143,1.3461128994639235,4743,,47.88460111618042,,8
488,hyperband,1.6556981865254736,243,143,1.3501283582762043,4743,,48.02744102478027,,8
489,hyperband,1.7161685348823448,243,143,1.3477297691813306,4743,,47.94211721420288,,8
490,hyperband,1.6125402908640682,243,143,1.3619339334561775,4743,,48.44739484786987,,8
491,hyperband,1.597065923426168,243,143,1.3611146207183853,4743,,48.41824984550476,,8
492,stop_on_plateau,1.6146603961416888,243,19,158.03755877310772,19,10.0,22.520352125167847,0.01,8
493,stop_on_plateau,1.2208015303678599,243,19,51.6984922844067,19,10.0,7.367035150527954,0.1,8
494,stop_on_plateau,1.3677876855998314,243,19,213.03853988647464,19,20.0,30.357991933822632,0.01,8
495,stop_on_plateau,1.6194057995421476,243,19,80.52405474478739,19,20.0,11.474677801132202,0.1,8
496,stop_on_plateau,1.5320143480213528,243,19,233.78143143235593,19,40.0,33.31385397911072,0.01,8
497,stop_on_plateau,1.2423344190531416,243,19,148.8077197158546,19,40.0,21.205100059509277,0.1,8
498,stop_on_plateau,1.5294052614020441,243,39,156.86862896650265,39,10.0,45.884073972702026,0.01,8
499,stop_on_plateau,1.4640057741366432,243,39,39.505015479193794,39,10.0,11.555217027664185,0.1,8
500,stop_on_plateau,1.463253586763638,243,39,163.98171644944412,39,20.0,47.9646520614624,0.01,8
501,stop_on_plateau,1.6089441780770493,243,39,77.31322345570622,39,20.0,22.614117860794067,0.1,8
502,stop_on_plateau,1.6616414450239971,243,39,215.79961369180273,39,40.0,63.121387004852295,0.01,8
503,stop_on_plateau,1.5393399703869008,243,39,124.34644047011678,39,40.0,36.371333837509155,0.1,8
504,hyperband,1.2083538334934885,27,49,3.1739787895138525,357,,4.24916410446167,,16
505,hyperband,1.0368867058517086,27,49,2.4575335861476755,357,,3.2900230884552,,16
506,hyperband,1.3171728921135173,27,49,2.1929805908773017,357,,2.9358527660369873,,16
507,hyperband,1.120902078794576,27,49,2.203867259591011,357,,2.950427293777466,,16
508,hyperband,1.0359786400113786,27,49,2.1569979513615345,357,,2.887681007385254,,16
509,hyperband,1.3437791766476315,27,49,2.204667776127378,357,,2.9514989852905273,,16
510,hyperband,1.1274621474706412,27,49,2.4108824387095336,357,,3.2275688648223877,,16
511,hyperband,1.2466676582213405,27,49,2.1962823876702378,357,,2.9402730464935303,,16
512,hyperband,1.1816986835189935,27,49,2.152903830192559,357,,2.882200002670288,,16
513,hyperband,1.1838094561834998,27,49,2.1184171503888014,357,,2.836030960083008,,16
514,hyperband,1.0037302403871557,27,49,2.424792370765038,357,,3.2461907863616943,,16
515,hyperband,1.2521773553612434,27,49,2.149079337952629,357,,2.877079963684082,,16
516,stop_on_plateau,1.2276356281269425,27,13,47.10085942195012,13,10.0,2.2961668968200684,0.01,16
517,stop_on_plateau,0.916870257564929,27,13,47.803942362467446,13,10.0,2.330442190170288,0.1,16
518,stop_on_plateau,1.4612631401158818,27,13,46.848717713967346,13,20.0,2.283874988555908,0.01,16
519,stop_on_plateau,1.0410277124523313,27,13,53.35897298959585,13,20.0,2.601249933242798,0.1,16
520,stop_on_plateau,0.6445186925446688,27,13,48.59036176632612,13,40.0,2.3687801361083984,0.01,16
521,stop_on_plateau,1.1752984693876272,27,13,47.15620676676432,13,40.0,2.2988650798797607,0.1,16
522,stop_on_plateau,1.1192106749015993,27,26,38.57664939684746,26,10.0,3.761223316192627,0.01,16
523,stop_on_plateau,1.205368202464402,27,26,32.45046077630459,26,10.0,3.1639199256896973,0.1,16
524,stop_on_plateau,1.0884166863730385,27,26,38.53359956007737,26,20.0,3.757025957107544,0.01,16
525,stop_on_plateau,0.9533047126991544,27,26,37.307856633112976,26,20.0,3.6375160217285156,0.1,16
526,stop_on_plateau,1.2436348739908134,27,26,41.99595573620918,26,40.0,4.0946056842803955,0.01,16
527,stop_on_plateau,1.1514755701667714,27,26,38.76531307513897,26,40.0,3.77961802482605,0.1,16
528,hyperband,1.5961324055826291,81,143,1.7407681302081275,1581,,10.320579051971436,,16
529,hyperband,1.4983783448700716,81,143,1.6991392711082038,1581,,10.073771953582764,,16
530,hyperband,1.625943742404622,81,143,1.7799404384766655,1581,,10.55282187461853,,16
531,hyperband,1.5322038171663641,81,143,1.7340392069099775,1581,,10.28068494796753,,16
532,hyperband,1.7515919778371767,81,143,1.700078950962788,1581,,10.07934308052063,,16
533,hyperband,1.2371419151198455,81,143,1.7568989592264053,1581,,10.41621470451355,,16
534,hyperband,1.489417685759629,81,143,1.741986251596205,1581,,10.327800989151001,,16
535,hyperband,1.5992087571512608,81,143,1.7877191474813212,1581,,10.598939895629883,,16
536,hyperband,1.7200878647203763,81,143,1.7293134219229738,1581,,10.25266695022583,,16
537,hyperband,1.6444043655268996,81,143,1.6996630178632903,1581,,10.076877117156982,,16
538,hyperband,1.7188234194170846,81,143,1.6926019673806918,1581,,10.035013914108276,,16
539,hyperband,1.77027706578033,81,143,1.6948449418134084,1581,,10.048311948776245,,16
540,stop_on_plateau,1.5354967779809081,81,19,110.650624726948,19,10.0,7.883857011795044,0.01,16
541,stop_on_plateau,1.3019062844295157,81,19,62.344209771407286,19,10.0,4.4420249462127686,0.1,16
542,stop_on_plateau,1.2652414357668829,81,19,114.1470189680133,19,20.0,8.132975101470947,0.01,16
543,stop_on_plateau,1.4003218861361202,81,19,108.00178260133978,19,20.0,7.695127010345459,0.1,16
544,stop_on_plateau,1.7391468201550024,81,19,124.10886998762166,19,40.0,8.842756986618042,0.01,16
545,stop_on_plateau,1.2244916878277396,81,19,111.70801865427119,19,40.0,7.959196329116821,0.1,16
546,stop_on_plateau,1.2420130928418722,81,39,105.73197389260316,39,10.0,15.463301181793213,0.01,16
547,stop_on_plateau,1.6599147636844016,81,39,47.85067240397136,39,10.0,6.9981608390808105,0.1,16
548,stop_on_plateau,1.3842099018524818,81,39,110.77306861551399,39,20.0,16.20056128501892,0.01,16
549,stop_on_plateau,1.7232924427839014,81,39,77.72423833863348,39,20.0,11.367169857025146,0.1,16
550,stop_on_plateau,1.4774194520534019,81,39,119.82036329742172,39,40.0,17.523728132247925,0.01,16
551,stop_on_plateau,1.415335179122453,81,39,105.90642130273021,39,40.0,15.488814115524292,0.1,16
552,hyperband,1.5432897455884174,243,143,1.6532186430029563,4743,,29.404560089111328,,16
553,hyperband,1.7015758689423568,243,143,1.5966696098789295,4743,,28.398764848709106,,16
554,hyperband,1.676193646894763,243,143,1.5897824446058666,4743,,28.276268005371094,,16
555,hyperband,1.6858821019554175,243,143,1.6414015934366615,4743,,29.194379091262817,,16
556,hyperband,1.5576150282879901,243,143,1.631874287151069,4743,,29.0249240398407,,16
557,hyperband,1.5984549938682917,243,143,1.5944005633885079,4743,,28.358407020568848,,16
558,hyperband,1.6719389169640966,243,143,1.5822820967067628,4743,,28.14286494255066,,16
559,hyperband,1.5643271631135758,243,143,1.6485446268009682,4743,,29.32142686843872,,16
560,hyperband,1.570628165841727,243,143,1.597547199362671,4743,,28.414373874664307,,16
561,hyperband,1.4584731787506222,243,143,1.580602868525375,4743,,28.11299777030945,,16
562,hyperband,1.4163988026203196,243,143,1.6415076778915076,4743,,29.196265935897827,,16
563,hyperband,1.585903248062666,243,143,1.613615629702997,4743,,28.70017099380493,,16
564,stop_on_plateau,1.2421213982104424,243,19,262.54226283023235,19,10.0,18.706136226654053,0.01,16
565,stop_on_plateau,1.5006510388149148,243,19,72.63257210714775,19,10.0,5.175070762634277,0.1,16
566,stop_on_plateau,1.6514718840522544,243,19,300.14249902022516,19,20.0,21.38515305519104,0.01,16
567,stop_on_plateau,1.5029563795772845,243,19,115.60538777133875,19,20.0,8.236883878707886,0.1,16
568,stop_on_plateau,1.3106411644115166,243,19,312.5744836372242,19,40.0,22.27093195915222,0.01,16
569,stop_on_plateau,1.3218569168837317,243,19,268.6644236246745,19,40.0,19.142340183258057,0.1,16
570,stop_on_plateau,1.744958714761398,243,39,198.26263851589627,39,10.0,28.99591088294983,0.01,16
571,stop_on_plateau,1.3112095420704977,243,39,50.468765976082565,39,10.0,7.381057024002075,0.1,16
572,stop_on_plateau,1.4863159263674564,243,39,218.19710038666034,39,20.0,31.911325931549072,0.01,16
573,stop_on_plateau,1.3589431651678066,243,39,93.25792850592198,39,20.0,13.638972043991089,0.1,16
574,stop_on_plateau,1.2178965125732482,243,39,249.61751791147086,39,40.0,36.50656199455261,0.01,16
575,stop_on_plateau,1.4740408102368443,243,39,159.9820797259991,39,40.0,23.397379159927368,0.1,16
576,hyperband,1.2519391594020992,27,49,5.598313289752751,357,,3.747370958328247,,32
577,hyperband,1.2425754794481172,27,49,3.7448021098901805,357,,2.5066769123077393,,32
578,hyperband,0.9536750093729941,27,49,4.449126299689798,357,,2.9781339168548584,,32
579,hyperband,1.2926022920155193,27,49,3.71409575589676,357,,2.4861228466033936,,32
580,hyperband,1.4064338686305566,27,49,3.7215043182800467,357,,2.491081953048706,,32
581,hyperband,1.3739202001781314,27,49,3.7291964006468477,357,,2.4962308406829834,,32
