,adaptive,alg,base_alg,best_score,cumulative_partial_fit_calls,model_id,patience,patience_,repeat,tol,train_time,wall_time
121,False,hyperband-p20,hyperband,-0.11738704144954681,122,bracket=4-59,20,p=20,0,0.0,1051.6267471313477,59.61573505401611
122,False,hyperband-p20,hyperband,-0.11738704144954681,123,bracket=4-60,20,p=20,0,0.0,1060.1198379993439,59.61573529243469
123,False,hyperband-p20,hyperband,-0.11738704144954681,124,bracket=4-61,20,p=20,0,0.0,1065.3414421081543,59.61573529243469
124,False,hyperband-p20,hyperband,-0.11738704144954681,125,bracket=4-62,20,p=20,0,0.0,1081.2278168201447,59.61573553085327
125,False,hyperband-p20,hyperband,-0.11738704144954681,126,bracket=4-63,20,p=20,0,0.0,1088.0676794052124,59.61573576927185
126,False,hyperband-p20,hyperband,-0.11738704144954681,127,bracket=4-64,20,p=20,0,0.0,1098.9107820987701,59.61573624610901
127,False,hyperband-p20,hyperband,-0.11738704144954681,128,bracket=4-65,20,p=20,0,0.0,1104.4420194625854,59.61573648452759
128,False,hyperband-p20,hyperband,-0.11738704144954681,129,bracket=4-66,20,p=20,0,0.0,1119.2715787887573,59.61573672294617
129,False,hyperband-p20,hyperband,-0.11738704144954681,130,bracket=4-67,20,p=20,0,0.0,1133.4514865875244,59.61573672294617
130,False,hyperband-p20,hyperband,-0.11738704144954681,131,bracket=4-68,20,p=20,0,0.0,1146.4335379600525,59.615736961364746
131,False,hyperband-p20,hyperband,-0.11738704144954681,132,bracket=4-69,20,p=20,0,0.0,1164.7244839668274,59.615737199783325
132,False,hyperband-p20,hyperband,-0.11738704144954681,133,bracket=4-70,20,p=20,0,0.0,1175.0862789154053,59.615737199783325
133,False,hyperband-p20,hyperband,-0.11738704144954681,134,bracket=4-71,20,p=20,0,0.0,1183.08748793602,59.615737438201904
134,False,hyperband-p20,hyperband,-0.11738704144954681,135,bracket=4-72,20,p=20,0,0.0,1189.4407556056976,59.61573767662048
135,False,hyperband-p20,hyperband,-0.11738704144954681,136,bracket=4-73,20,p=20,0,0.0,1195.7971205711365,59.61573791503906
136,False,hyperband-p20,hyperband,-0.11738704144954681,137,bracket=4-74,20,p=20,0,0.0,1202.5519087314606,59.61573791503906
137,False,hyperband-p20,hyperband,-0.11738704144954681,138,bracket=4-75,20,p=20,0,0.0,1217.3516347408295,59.61573815345764
138,False,hyperband-p20,hyperband,-0.11738704144954681,139,bracket=4-76,20,p=20,0,0.0,1224.0467610359192,59.61573839187622
139,False,hyperband-p20,hyperband,-0.11738704144954681,140,bracket=4-77,20,p=20,0,0.0,1232.1042773723602,59.61573839187622
140,False,hyperband-p20,hyperband,-0.11738704144954681,141,bracket=4-78,20,p=20,0,0.0,1240.4175097942352,59.6157386302948
141,False,hyperband-p20,hyperband,-0.11738704144954681,142,bracket=4-79,20,p=20,0,0.0,1248.1906380653381,59.61573886871338
142,False,hyperband-p20,hyperband,-0.11738704144954681,143,bracket=4-80,20,p=20,0,0.0,1258.1285326480865,59.61573910713196
143,False,hyperband-p20,hyperband,-0.11738704144954681,145,bracket=4-3,20,p=20,0,0.0,1257.2902064323425,173.54452466964722
144,False,hyperband-p20,hyperband,-0.11738704144954681,147,bracket=4-6,20,p=20,0,0.0,1257.4969866275787,173.54452562332153
145,False,hyperband-p20,hyperband,-0.11738704144954681,149,bracket=4-8,20,p=20,0,0.0,1257.0751571655273,173.5445261001587
146,False,hyperband-p20,hyperband,-0.11738704144954681,151,bracket=4-10,20,p=20,0,0.0,1258.177723646164,173.54452657699585
147,False,hyperband-p20,hyperband,-0.11738704144954681,153,bracket=4-12,20,p=20,0,0.0,1258.4007558822632,173.54452681541443
148,False,hyperband-p20,hyperband,-0.11738704144954681,155,bracket=4-13,20,p=20,0,0.0,1258.8008868694305,173.5445272922516
149,False,hyperband-p20,hyperband,-0.11738704144954681,157,bracket=4-17,20,p=20,0,0.0,1259.0487124919891,173.54452848434448
150,False,hyperband-p20,hyperband,-0.11738704144954681,159,bracket=4-18,20,p=20,0,0.0,1258.7978439331055,173.54452872276306
151,False,hyperband-p20,hyperband,-0.11738704144954681,161,bracket=4-19,20,p=20,0,0.0,1258.9694640636444,173.54452896118164
152,False,hyperband-p20,hyperband,-0.11738704144954681,163,bracket=4-20,20,p=20,0,0.0,1260.4982657432556,173.54452919960022
153,False,hyperband-p20,hyperband,-0.11738704144954681,165,bracket=4-26,20,p=20,0,0.0,1260.6903703212738,173.5445306301117
154,False,hyperband-p20,hyperband,-0.11738704144954681,167,bracket=4-27,20,p=20,0,0.0,1260.4389798641205,173.54453086853027
155,False,hyperband-p20,hyperband,-0.10760386288166046,169,bracket=4-28,20,p=20,0,0.0,1260.8642344474792,173.54453086853027
156,False,hyperband-p20,hyperband,-0.10760386288166046,171,bracket=4-33,20,p=20,0,0.0,1260.7053129673004,173.5445318222046
157,False,hyperband-p20,hyperband,-0.10760386288166046,173,bracket=4-34,20,p=20,0,0.0,1260.8864448070526,173.54453206062317
158,False,hyperband-p20,hyperband,-0.10760386288166046,175,bracket=4-42,20,p=20,0,0.0,1262.0236113071442,173.54453444480896
159,False,hyperband-p20,hyperband,-0.10760386288166046,177,bracket=4-44,20,p=20,0,0.0,1262.062786579132,173.54453492164612
160,False,hyperband-p20,hyperband,-0.10526537895202637,179,bracket=4-55,20,p=20,0,0.0,1262.3419783115387,173.54453706741333
161,False,hyperband-p20,hyperband,-0.10526537895202637,181,bracket=4-58,20,p=20,0,0.0,1262.9618637561798,173.54453802108765
162,False,hyperband-p20,hyperband,-0.10526537895202637,183,bracket=4-59,20,p=20,0,0.0,1262.3531041145325,173.54453825950623
163,False,hyperband-p20,hyperband,-0.10526537895202637,185,bracket=4-62,20,p=20,0,0.0,1300.8684968948364,173.54453873634338
164,False,hyperband-p20,hyperband,-0.10526537895202637,187,bracket=4-64,20,p=20,0,0.0,1298.3024258613586,173.54453921318054
165,False,hyperband-p20,hyperband,-0.10526537895202637,189,bracket=4-69,20,p=20,0,0.0,1308.85449051857,173.54454040527344
166,False,hyperband-p20,hyperband,-0.10526537895202637,191,bracket=4-70,20,p=20,0,0.0,1309.3385932445526,173.54454040527344
167,False,hyperband-p20,hyperband,-0.10526537895202637,193,bracket=4-74,20,p=20,0,0.0,1308.9337649345398,173.54454159736633
168,False,hyperband-p20,hyperband,-0.10526537895202637,195,bracket=4-75,20,p=20,0,0.0,1308.084005355835,173.5445418357849
169,False,hyperband-p20,hyperband,-0.10526537895202637,197,bracket=4-78,20,p=20,0,0.0,1307.4321064949036,173.54454278945923
170,False,hyperband-p20,hyperband,-0.10526537895202637,223,bracket=2-3,20,p=20,0,0.0,1310.3587963581085,409.3396894931793
171,False,hyperband-p20,hyperband,-0.10526537895202637,249,bracket=2-5,20,p=20,0,0.0,1311.4460113048553,409.3396899700165
172,False,hyperband-p20,hyperband,-0.10526537895202637,275,bracket=2-6,20,p=20,0,0.0,1314.257761478424,409.33969020843506
173,False,hyperband-p20,hyperband,-0.10526537895202637,301,bracket=2-8,20,p=20,0,0.0,1317.3844912052155,409.3396909236908
174,False,hyperband-p20,hyperband,-0.10216694325208664,327,bracket=2-14,20,p=20,0,0.0,1319.6657531261444,409.33969163894653
175,False,hyperband-p20,hyperband,-0.10216694325208664,335,bracket=3-2,20,p=20,0,0.0,1321.4776153564453,430.1597352027893
176,False,hyperband-p20,hyperband,-0.10216694325208664,343,bracket=3-3,20,p=20,0,0.0,1321.0582692623138,430.1597354412079
177,False,hyperband-p20,hyperband,-0.10216694325208664,351,bracket=3-5,20,p=20,0,0.0,1323.95654129982,430.15973591804504
178,False,hyperband-p20,hyperband,-0.10216694325208664,359,bracket=3-9,20,p=20,0,0.0,1324.2091801166534,430.1597366333008
179,False,hyperband-p20,hyperband,-0.10216694325208664,367,bracket=3-11,20,p=20,0,0.0,1327.0181427001953,430.15973687171936
180,False,hyperband-p20,hyperband,-0.10216694325208664,375,bracket=3-13,20,p=20,0,0.0,1329.7931208610535,430.1597373485565
181,False,hyperband-p20,hyperband,-0.10216694325208664,383,bracket=3-16,20,p=20,0,0.0,1329.6784238815308,430.1597378253937
182,False,hyperband-p20,hyperband,-0.10216694325208664,391,bracket=3-26,20,p=20,0,0.0,1329.9742131233215,430.15973925590515
183,False,hyperband-p20,hyperband,-0.10216694325208664,399,bracket=3-30,20,p=20,0,0.0,1336.923270225525,430.1597399711609
184,False,hyperband-p20,hyperband,-0.10216694325208664,407,bracket=3-31,20,p=20,0,0.0,1335.7390139102936,430.15974020957947
185,False,hyperband-p20,hyperband,-0.10216694325208664,415,bracket=3-33,20,p=20,0,0.0,1335.8534755706787,430.1597409248352
186,False,hyperband-p20,hyperband,-0.10216694325208664,421,bracket=4-6,20,p=20,0,0.0,1335.826194524765,466.15650486946106
187,False,hyperband-p20,hyperband,-0.10216694325208664,427,bracket=4-8,20,p=20,0,0.0,1336.2879920005798,466.1565055847168
