,algorithm,best_score,max_iter,num_models,overhead,partial_fit_calls,patience,repeat,time,tol,workers
546,stop_on_plateau,0.052331956368112484,81,19,90.71024141813578,19,25,6,3.0776689052581787,0.1,56
547,hyperband,0.08621889674318303,81,143,4.072890598362265,1581,25,6,11.498642921447754,0.1,56
548,stop_on_plateau,0.06432753655062616,243,19,92.40495380602384,19,25,6,3.1351680755615234,0.1,56
549,hyperband,0.27431508923013337,243,143,3.7435863140185828,4743,25,6,31.706839084625244,0.1,56
550,stop_on_plateau,0.052240705201638545,9,7,112.37960815429686,7,25,6,1.229151964187622,0.1,64
551,hyperband,0.04566356077342993,9,17,23.36590753085371,69,25,6,2.519136905670166,0.1,64
552,stop_on_plateau,0.06618330783165097,27,13,152.41827157827524,13,25,6,3.095996141433716,0.1,64
553,hyperband,0.05321937585693865,27,49,8.556409135919992,357,25,6,4.772871971130371,0.1,64
554,stop_on_plateau,0.07179942240138162,81,19,105.23631045692845,19,25,6,3.1242029666900635,0.1,64
555,hyperband,0.09350495960202951,81,143,4.836482048637877,1581,25,6,11.947622060775757,0.1,64
556,stop_on_plateau,0.06025875003451515,243,19,105.37172016344572,19,25,6,3.128222942352295,0.1,64
557,hyperband,0.3267220581948206,243,143,4.216572365226963,4743,25,6,31.248754262924194,0.1,64
558,stop_on_plateau,0.04745173938557213,9,7,15.508719852992465,7,25,7,1.3570129871368408,0.1,8
559,hyperband,0.05039587872740604,9,17,3.274266892585201,69,25,7,2.8240551948547363,0.1,8
560,stop_on_plateau,0.04874495083805144,27,13,33.20790217472957,13,25,7,5.396284103393555,0.1,8
561,hyperband,0.05864051043378043,27,49,1.6466021604564676,357,25,7,7.347962141036987,0.1,8
562,stop_on_plateau,0.07054707254103537,81,19,29.950320595189144,19,25,7,7.113201141357422,0.1,8
563,hyperband,0.12188163194313616,81,143,1.3543884065013982,1581,25,7,26.766100883483887,0.1,8
564,stop_on_plateau,0.05298705003582961,243,19,31.387166474994856,19,25,7,7.454452037811279,0.1,8
565,hyperband,0.2671157619198761,243,143,1.2306190859082629,4743,25,7,72.96032905578613,0.1,8
566,stop_on_plateau,0.053988590425966675,9,7,27.77842385428292,7,25,7,1.215306043624878,0.1,16
567,hyperband,0.04108441120504846,9,17,6.255745265794837,69,25,7,2.6977901458740234,0.1,16
568,stop_on_plateau,0.051980608545629886,27,13,39.18408907376803,13,25,7,3.1837072372436523,0.1,16
569,hyperband,0.04922012350650665,27,49,2.4449209004891017,357,25,7,5.455229759216309,0.1,16
570,stop_on_plateau,0.0572853288752722,81,19,38.16706406442742,19,25,7,4.532338857650757,0.1,16
571,hyperband,0.10174046578209316,81,143,1.6505161649738964,1581,25,7,16.309162855148315,0.1,16
572,stop_on_plateau,0.061396048474610915,243,19,34.312310469777955,19,25,7,4.074586868286133,0.1,16
573,hyperband,0.3379270213870065,243,143,1.5397029493067702,4743,25,7,45.64256930351257,0.1,16
574,stop_on_plateau,0.047418059401129614,9,7,42.17872892107282,7,25,7,1.230212926864624,0.1,24
575,hyperband,0.04067752041514253,9,17,11.113620426343834,69,25,7,3.1951658725738525,0.1,24
576,stop_on_plateau,0.05555651027176929,27,13,56.85304201566256,13,25,7,3.0795397758483887,0.1,24
577,hyperband,0.048994044232274145,27,49,3.378556035145992,357,25,7,5.025602102279663,0.1,24
578,stop_on_plateau,0.05458663010501714,81,19,40.32865423905221,19,25,7,3.192685127258301,0.1,24
579,hyperband,0.10958822871915125,81,143,2.0391010378524514,1581,25,7,13.432578086853027,0.1,24
580,stop_on_plateau,0.06659358709942065,243,19,40.76526441072162,19,25,7,3.227250099182129,0.1,24
581,hyperband,0.3172552440102351,243,143,1.8703084652518864,4743,25,7,36.961971044540405,0.1,24
582,stop_on_plateau,0.04785031410309154,9,7,55.594297136579236,7,25,7,1.216125249862671,0.1,32
583,hyperband,0.048454471543689634,9,17,11.52706201525702,69,25,7,2.485522747039795,0.1,32
584,stop_on_plateau,0.05931432934889255,27,13,76.0303203876202,13,25,7,3.0887317657470703,0.1,32
585,hyperband,0.04818771860284066,27,49,4.717886361087404,357,25,7,5.263391971588135,0.1,32
586,stop_on_plateau,0.06604292469021084,81,19,52.17625266627261,19,25,7,3.0979650020599365,0.1,32
587,hyperband,0.11602422072160119,81,143,2.5380544161811645,1581,25,7,12.539575099945068,0.1,32
588,stop_on_plateau,0.06369368703165332,243,19,52.33421727230674,19,25,7,3.107344150543213,0.1,32
589,hyperband,0.38236862711681896,243,143,2.301722540021973,4743,25,7,34.115843772888184,0.1,32
590,stop_on_plateau,0.050102044733404676,9,7,69.13073403494698,7,25,7,1.2097878456115723,0.1,40
591,hyperband,0.046706155494095465,9,17,14.02242909307065,69,25,7,2.4188690185546875,0.1,40
592,stop_on_plateau,0.05999517866399325,27,13,94.15350693922777,13,25,7,3.0599889755249023,0.1,40
593,hyperband,0.06093633199293871,27,49,5.355230165796787,357,25,7,4.779542922973633,0.1,40
594,stop_on_plateau,0.06232714409173658,81,19,65.26485744275544,19,25,7,3.100080728530884,0.1,40
595,hyperband,0.11708683882696341,81,143,3.1420875394894754,1581,25,7,12.419100999832153,0.1,40
596,stop_on_plateau,0.05960344226603728,243,19,65.79496484053762,19,25,7,3.125260829925537,0.1,40
597,hyperband,0.32225251858437204,243,143,2.7679752805879945,4743,25,7,32.821266889572144,0.1,40
598,stop_on_plateau,0.05460414462005917,9,7,82.87158966064452,7,25,7,1.2085440158843994,0.1,48
599,hyperband,0.03907751581437392,9,17,17.373947475267492,69,25,7,2.497504949569702,0.1,48
600,stop_on_plateau,0.057919859688855366,27,13,114.43897247314453,13,25,7,3.099388837814331,0.1,48
601,hyperband,0.053234951249586736,27,49,6.3496068746101955,357,25,7,4.722520112991333,0.1,48
602,stop_on_plateau,0.06818772696666855,81,19,91.05296486302424,19,25,7,3.604179859161377,0.1,48
603,hyperband,0.06503366056299659,81,143,3.588352746257745,1581,25,7,11.81913685798645,0.1,48
604,stop_on_plateau,0.07154056181709648,243,19,92.19117616352281,19,25,7,3.6492340564727783,0.1,48
605,hyperband,0.44201151145204454,243,143,3.1785682663745627,4743,25,7,31.408227682113647,0.1,48
606,stop_on_plateau,0.05690510533758826,9,7,98.06047439575195,7,25,7,1.2257559299468994,0.1,56
607,hyperband,0.05067013206853635,9,17,19.839849610259567,69,25,7,2.4445528984069824,0.1,56
608,stop_on_plateau,0.07765889136514707,27,13,134.5710167518029,13,25,7,3.1239700317382812,0.1,56
609,hyperband,0.038910513740166505,27,49,7.242936527027803,357,25,7,4.617372035980225,0.1,56
610,stop_on_plateau,0.05377458546997468,81,19,90.77803160014905,19,25,7,3.0799689292907715,0.1,56
611,hyperband,0.09520601771415382,81,143,4.149570597793994,1581,25,7,11.715126991271973,0.1,56
612,stop_on_plateau,0.06162802706945359,243,19,91.72289898521021,19,25,7,3.1120269298553467,0.1,56
613,hyperband,0.5035093535301919,243,143,3.7400402018422194,4743,25,7,31.676804780960083,0.1,56
614,stop_on_plateau,0.05439393033445562,9,7,110.83317347935267,7,25,7,1.21223783493042,0.1,64
615,hyperband,0.04706949081388517,9,17,23.725866787675496,69,25,7,2.5579450130462646,0.1,64
616,stop_on_plateau,0.05455907111128283,27,13,151.76315307617188,13,25,7,3.082689046859741,0.1,64
617,hyperband,0.04243969063374196,27,49,9.374225092869178,357,25,7,5.229059934616089,0.1,64
618,stop_on_plateau,0.05556341608113657,81,19,104.77230674342104,19,25,7,3.1104278564453125,0.1,64
619,hyperband,0.08416389981518747,81,143,4.631942372620671,1581,25,7,11.442345142364502,0.1,64
620,stop_on_plateau,0.05602786213065664,243,19,106.17882979543585,19,25,7,3.152184009552002,0.1,64
621,hyperband,0.29265641959113026,243,143,4.265167924791304,4743,25,7,31.608892917633057,0.1,64
622,stop_on_plateau,0.05342227006600286,9,7,15.918641771589005,7,25,8,1.392881155014038,0.1,8
623,hyperband,0.04312710505149617,9,17,3.242299176644588,69,25,8,2.796483039855957,0.1,8
624,stop_on_plateau,0.06635214586378246,27,13,32.929379389836235,13,25,8,5.351024150848389,0.1,8
625,hyperband,0.052440699728190904,27,49,1.5941158262621453,357,25,8,7.113741874694824,0.1,8
626,stop_on_plateau,0.08647982706785899,81,19,30.813107741506474,19,25,8,7.318113088607788,0.1,8
627,hyperband,0.07512541142531064,81,143,1.424308151930363,1581,25,8,28.147889852523804,0.1,8
628,stop_on_plateau,0.0530806986780247,243,19,30.896896563078226,19,25,8,7.338012933731079,0.1,8
629,hyperband,0.38350406287836736,243,143,1.3046201995071067,4743,25,8,77.34767007827759,0.1,8
630,stop_on_plateau,0.04384224239749856,9,7,28.103474208286826,7,25,8,1.2295269966125488,0.1,16
631,hyperband,0.046268759900258874,9,17,5.819399736929631,69,25,8,2.5096161365509033,0.1,16
632,stop_on_plateau,0.06290740584016027,27,13,39.475000821627106,13,25,8,3.207343816757202,0.1,16
633,hyperband,0.0648039705670224,27,49,2.726242749296984,357,25,8,6.0829291343688965,0.1,16
634,stop_on_plateau,0.054499534121453176,81,19,34.180195457056946,19,25,8,4.058898210525513,0.1,16
635,hyperband,0.21231077630508496,81,143,1.6769529821599756,1581,25,8,16.57039165496826,0.1,16
636,stop_on_plateau,0.06220729840111693,243,19,34.967067116185234,19,25,8,4.152339220046997,0.1,16
637,hyperband,0.2008711913476471,243,143,1.5286363943101182,4743,25,8,45.314515113830566,0.1,16
638,stop_on_plateau,0.032089233424879,9,7,41.814316340855186,7,25,8,1.2195842266082764,0.1,24
639,hyperband,0.05159807935192839,9,17,9.272084443465522,69,25,8,2.665724277496338,0.1,24
640,stop_on_plateau,0.0654446783970974,27,13,57.45736488929161,13,25,8,3.112273931503296,0.1,24
641,hyperband,0.05570083314228462,27,49,3.656960174816997,357,25,8,5.439728260040283,0.1,24
642,stop_on_plateau,0.07314815966076657,81,19,39.3262451573422,19,25,8,3.113327741622925,0.1,24
643,hyperband,0.09574704881699739,81,143,2.069114091500385,1581,25,8,13.630289077758789,0.1,24
644,stop_on_plateau,0.055154592702349875,243,19,40.73959651746247,19,25,8,3.2252180576324463,0.1,24
645,hyperband,0.4324602965664639,243,143,1.8742107123532377,4743,25,8,37.03908920288086,0.1,24
646,stop_on_plateau,0.025517743677945882,9,7,57.01595851353236,7,25,8,1.2472240924835205,0.1,32
647,hyperband,0.05101977268518841,9,17,11.902776524640512,69,25,8,2.5665361881256104,0.1,32
648,stop_on_plateau,0.06225321267763223,27,13,76.35756272536058,13,25,8,3.1020259857177734,0.1,32
649,hyperband,0.0633366007827696,27,49,4.36602360060235,357,25,8,4.870845079421997,0.1,32
650,stop_on_plateau,0.05547078828980373,81,19,52.25847344649465,19,25,8,3.10284686088562,0.1,32
651,hyperband,0.06783885170946896,81,143,2.6603433800829426,1581,25,8,13.14375901222229,0.1,32
652,stop_on_plateau,0.07935934906754033,243,19,61.78665964226973,19,25,8,3.6685829162597656,0.1,32
653,hyperband,0.3770810432091442,243,143,2.2938548696712178,4743,25,8,33.99923014640808,0.1,32
654,stop_on_plateau,0.05009081581938803,9,7,70.14645167759485,7,25,8,1.2275629043579102,0.1,40
655,hyperband,0.04280277380051515,9,17,15.176017042519389,69,25,8,2.6178629398345947,0.1,40
656,stop_on_plateau,0.06234059972548424,27,13,94.64683532714844,13,25,8,3.076022148132324,0.1,40
657,hyperband,0.054889348734513954,27,49,5.216049546955012,357,25,8,4.655324220657349,0.1,40
658,stop_on_plateau,0.06541984835833106,81,19,65.47111210070159,19,25,8,3.109877824783325,0.1,40
659,hyperband,0.16068678748330628,81,143,3.0793880074179523,1581,25,8,12.171281099319458,0.1,40
660,stop_on_plateau,0.05665813197408283,243,19,64.89026922928659,19,25,8,3.0822877883911133,0.1,40
661,hyperband,0.3228494759319142,243,143,2.779578257783314,4743,25,8,32.95884919166565,0.1,40
662,stop_on_plateau,0.043664756792028254,9,7,83.30275399344306,7,25,8,1.214831829071045,0.1,48
663,hyperband,0.05201956946607866,9,17,18.499468927798063,69,25,8,2.6592986583709717,0.1,48
664,stop_on_plateau,0.07723486827689519,27,13,114.76552523099458,13,25,8,3.1082329750061035,0.1,48
665,hyperband,0.07036394398030234,27,49,6.42342190782563,357,25,8,4.7774200439453125,0.1,48
666,stop_on_plateau,0.05320228484430012,81,19,78.1806082474558,19,25,8,3.094649076461792,0.1,48
667,hyperband,0.16420236871454588,81,143,3.4961111224353645,1581,25,8,11.515316009521484,0.1,48
668,stop_on_plateau,0.06108660535093141,243,19,78.28873684531763,19,25,8,3.0989291667938232,0.1,48
669,hyperband,0.2815558802539867,243,143,3.2558307973438243,4743,25,8,32.17167806625366,0.1,48
670,stop_on_plateau,0.047775323720522164,9,7,97.17374801635742,7,25,8,1.2146718502044678,0.1,56
671,hyperband,0.041257736814415434,9,17,19.85578039418096,69,25,8,2.4465157985687256,0.1,56
672,stop_on_plateau,0.06213481996164941,27,13,133.08723009549655,13,25,8,3.089524984359741,0.1,56
673,hyperband,0.06753427342368648,27,49,7.384985381481694,357,25,8,4.70792818069458,0.1,56
674,stop_on_plateau,0.05994343962646394,81,19,108.50500608745372,19,25,8,3.681419849395752,0.1,56
675,hyperband,0.11102027052159083,81,143,4.1072515141428605,1581,25,8,11.595651149749756,0.1,56
676,stop_on_plateau,0.07335022003105801,243,19,91.75358621697676,19,25,8,3.113068103790283,0.1,56
677,hyperband,0.1949570795174831,243,143,3.665829895167519,4743,25,8,31.048269987106323,0.1,56
678,stop_on_plateau,0.043804383117757334,9,7,110.67557198660714,7,25,8,1.2105140686035156,0.1,64
679,hyperband,0.05428378081679131,9,17,22.547813083814535,69,25,8,2.430936098098755,0.1,64
680,stop_on_plateau,0.05753208147797313,27,13,150.35406259390024,13,25,8,3.0540668964385986,0.1,64
681,hyperband,0.0639462666129967,27,49,9.364753958223913,357,25,8,5.223776817321777,0.1,64
682,stop_on_plateau,0.06229999543316227,81,19,104.73265798468339,19,25,8,3.109250783920288,0.1,64
683,hyperband,0.10597424612624883,81,143,4.613521124726982,1581,25,8,11.396838903427124,0.1,64
684,stop_on_plateau,0.05717279523866775,243,19,106.05854235197367,19,25,8,3.1486129760742188,0.1,64
685,hyperband,0.31646885311593403,243,143,4.271600712408829,4743,25,8,31.65656590461731,0.1,64
686,stop_on_plateau,0.046038139643188515,9,7,15.33642087663923,7,25,9,1.3419368267059326,0.1,8
687,hyperband,0.04265062006061941,9,17,3.372404402580814,69,25,9,2.908698797225952,0.1,8
688,stop_on_plateau,0.0581139307094386,27,13,32.700898097111626,13,25,9,5.31389594078064,0.1,8
689,hyperband,0.058464681337870084,27,49,1.6484266436066612,357,25,9,7.356103897094727,0.1,8
690,stop_on_plateau,0.06461250034413678,81,19,31.296129728618418,19,25,9,7.432830810546875,0.1,8
691,hyperband,0.12266258399836358,81,143,1.3862149976311717,1581,25,9,27.395073890686035,0.1,8
692,stop_on_plateau,0.059836251445580566,243,19,32.811462000796666,19,25,9,7.792722225189209,0.1,8
693,hyperband,0.38845934334292104,243,143,1.2463662977739398,4743,25,9,73.89394187927246,0.1,8
694,stop_on_plateau,0.04738108715865696,9,7,28.15355028424944,7,25,9,1.231717824935913,0.1,16
695,hyperband,0.0479860430700764,9,17,5.7665230571359825,69,25,9,2.4868130683898926,0.1,16
696,stop_on_plateau,0.04888861367878261,27,13,38.135572580190804,13,25,9,3.098515272140503,0.1,16
697,hyperband,0.06953943779050141,27,49,2.470646064822413,357,25,9,5.51262903213501,0.1,16
698,stop_on_plateau,0.06221371899410365,81,19,32.74566048070004,19,25,9,3.88854718208313,0.1,16
699,hyperband,0.11864723674648145,81,143,1.6582009341428732,1581,25,9,16.385097980499268,0.1,16
700,stop_on_plateau,0.06598108519171761,243,19,34.43476024426912,19,25,9,4.089127779006958,0.1,16
701,hyperband,0.3553884842195415,243,143,1.488202943747591,4743,25,9,44.11591601371765,0.1,16
702,stop_on_plateau,0.033644809889745074,9,7,41.1568123953683,7,25,9,1.2004070281982422,0.1,24
703,hyperband,0.05356547623192542,9,17,8.68687339451002,69,25,9,2.497476100921631,0.1,24
704,stop_on_plateau,0.05239860105220161,27,13,56.91599772526668,13,25,9,3.0829498767852783,0.1,24
705,hyperband,0.05866796013217047,27,49,3.3437842681628314,357,25,9,4.973879098892212,0.1,24
706,stop_on_plateau,0.08172809104596473,81,19,40.5533168190404,19,25,9,3.2104709148406982,0.1,24
707,hyperband,0.08740001183816799,81,143,2.212461294214006,1581,25,9,14.574588775634766,0.1,24
708,stop_on_plateau,0.056819284754561786,243,19,40.06438907824064,19,25,9,3.1717641353607178,0.1,24
709,hyperband,0.21932239534255232,243,143,1.9163772804988932,4743,25,9,37.872406005859375,0.1,24
710,stop_on_plateau,0.03416443359423496,9,7,55.205753871372764,7,25,9,1.2076258659362793,0.1,32
711,hyperband,0.04885945360589243,9,17,11.969135671422102,69,25,9,2.5808448791503906,0.1,32
712,stop_on_plateau,0.06439391968338738,27,13,75.90016291691707,13,25,9,3.083444118499756,0.1,32
713,hyperband,0.061396246055170925,27,49,4.233797217617515,357,25,9,4.723330020904541,0.1,32
714,stop_on_plateau,0.06899497686820542,81,19,52.40057292737458,19,25,9,3.111284017562866,0.1,32
715,hyperband,0.0796925157639991,81,143,2.5241876900158373,1581,25,9,12.471064805984497,0.1,32
716,stop_on_plateau,0.07053538345606013,243,19,52.092381527549335,19,25,9,3.092985153198242,0.1,32
717,hyperband,0.41083263385937985,243,143,2.355583620403176,4743,25,9,34.91416597366333,0.1,32
718,stop_on_plateau,0.04707306260659998,9,7,69.68462807791573,7,25,9,1.2194809913635254,0.1,40
719,hyperband,0.05572232130759734,9,17,14.308145771855893,69,25,9,2.4681551456451416,0.1,40
720,stop_on_plateau,0.05521710767660355,27,13,112.08707369290865,13,25,9,3.6428298950195312,0.1,40
721,hyperband,0.06319872150498711,27,49,5.276515437107459,357,25,9,4.709290027618408,0.1,40
722,stop_on_plateau,0.058935429025148124,81,19,65.10526255557411,19,25,9,3.0924999713897705,0.1,40
723,hyperband,0.09774386862178,81,143,3.0690937536868166,1581,25,9,12.130593061447144,0.1,40
724,stop_on_plateau,0.06574716444423657,243,19,65.79957761262592,19,25,9,3.1254799365997314,0.1,40
725,hyperband,0.3671248672885316,243,143,2.7635684527100177,4743,25,9,32.76901292800903,0.1,40
726,stop_on_plateau,0.040319774610397985,9,7,82.49485015869139,7,25,9,1.203049898147583,0.1,48
727,hyperband,0.05448683048195977,9,17,18.16707611083984,69,25,9,2.6115171909332275,0.1,48
728,stop_on_plateau,0.06554500316113518,27,13,113.47084632286658,13,25,9,3.0731687545776367,0.1,48
729,hyperband,0.08435520354023482,27,49,6.3600767760717565,357,25,9,4.730307102203369,0.1,48
730,stop_on_plateau,0.07448841568606071,81,19,75.40391018516138,19,25,9,2.9847381114959717,0.1,48
731,hyperband,0.07016631027876877,81,143,3.5297132488446166,1581,25,9,11.625993013381958,0.1,48
