,algorithm,best_score,max_iter,num_models,overhead,partial_fit_calls,patience,repeat,time,tol,workers
272,stop_on_plateau,0.0660456561091934,27,13,104.1271136357234,13,25,2,3.3841311931610107,0.1,40
273,hyperband,0.07701737311200414,27,49,5.377023894579804,357,25,2,4.798993825912476,0.1,40
274,stop_on_plateau,0.05693358876681955,81,19,64.60456848144531,19,25,2,3.0687170028686523,0.1,40
275,hyperband,0.15039364366337568,81,143,3.0785730109796874,1581,25,2,12.168059825897217,0.1,40
276,stop_on_plateau,0.06772998423000984,243,19,67.3074069776033,19,25,2,3.1971018314361572,0.1,40
277,hyperband,0.3491401186592381,243,143,2.749758130660068,4743,25,2,32.60525703430176,0.1,40
278,stop_on_plateau,0.05970703906186983,9,7,84.54486301967074,7,25,2,1.2329459190368652,0.1,48
279,hyperband,0.04658840079151019,9,17,18.690595212190047,69,25,2,2.6867730617523193,0.1,48
280,stop_on_plateau,0.0496298642999213,27,13,123.37355100191556,13,25,2,3.34136700630188,0.1,48
281,hyperband,0.05935753797475795,27,49,6.358625908859637,357,25,2,4.7292280197143555,0.1,48
282,stop_on_plateau,0.06286650870021993,81,19,78.52163615979646,19,25,2,3.1081480979919434,0.1,48
283,hyperband,0.09608523755238178,81,143,3.5357358378748733,1581,25,2,11.645829916000366,0.1,48
284,stop_on_plateau,0.06754797270658575,243,19,78.84563646818461,19,25,2,3.1209731101989746,0.1,48
285,hyperband,0.38905346151771864,243,143,3.259546930167134,4743,25,2,32.20839810371399,0.1,48
286,stop_on_plateau,0.05065880366607734,9,7,97.17975616455078,7,25,2,1.2147469520568848,0.1,56
287,hyperband,0.05011146921091146,9,17,21.892623901367188,69,25,2,2.697484016418457,0.1,56
288,stop_on_plateau,0.04901772455684764,27,13,132.57585965670071,13,25,2,3.0776538848876953,0.1,56
289,hyperband,0.050958134289865065,27,49,7.344368579340915,357,25,2,4.682034969329834,0.1,56
290,stop_on_plateau,0.04942167036020643,81,19,91.22273997256629,19,25,2,3.095057249069214,0.1,56
291,hyperband,0.1312048215414414,81,143,4.159597436662416,1581,25,2,11.74343490600586,0.1,56
292,stop_on_plateau,0.05961805249931629,243,19,92.0911387393349,19,25,2,3.124520778656006,0.1,56
293,hyperband,0.3938474790469859,243,143,3.7171745300292973,4743,25,2,31.48314070701599,0.1,56
294,stop_on_plateau,0.04736613223289038,9,7,110.98661150251115,7,25,2,1.2139160633087158,0.1,64
295,hyperband,0.049046988735893714,9,17,22.767073036967844,69,25,2,2.4545750617980957,0.1,64
296,stop_on_plateau,0.0735616195805125,27,13,152.77253371018628,13,25,2,3.103192090988159,0.1,64
297,hyperband,0.0548505969619947,27,49,8.36783871263349,357,25,2,4.667685031890869,0.1,64
298,stop_on_plateau,0.06064745001489481,81,19,115.61265644274259,19,25,2,3.432250738143921,0.1,64
299,hyperband,0.11950248391051951,81,143,4.608760594869247,1581,25,2,11.38507890701294,0.1,64
300,stop_on_plateau,0.06231873598549041,243,19,103.17470349763569,19,25,2,3.0629990100860596,0.1,64
301,hyperband,0.31019723646909486,243,143,4.189483848473655,4743,25,2,31.04800295829773,0.1,64
302,stop_on_plateau,0.041367847005539214,9,7,14.860125950404575,7,25,3,1.3002610206604004,0.1,8
303,hyperband,0.038378942193067825,9,17,3.289630171181499,69,25,3,2.837306022644043,0.1,8
304,stop_on_plateau,0.05122823516060756,27,13,34.41540938157301,13,25,3,5.592504024505615,0.1,8
305,hyperband,0.07487496336550997,27,49,1.6208914214489505,357,25,3,7.233227968215942,0.1,8
306,stop_on_plateau,0.06146778344887607,81,19,30.236685903448805,19,25,3,7.181212902069092,0.1,8
307,hyperband,0.1084233084811198,81,143,1.3919311803326735,1581,25,3,27.508039951324463,0.1,8
308,stop_on_plateau,0.06805092735321605,243,19,31.361890090139287,19,25,3,7.448448896408081,0.1,8
309,hyperband,0.27213318946262677,243,143,1.2661004393205797,4743,25,3,75.06392979621887,0.1,8
310,stop_on_plateau,0.05394502211278406,9,7,28.46443176269531,7,25,3,1.24531888961792,0.1,16
311,hyperband,0.042003748320231696,9,17,6.354759326879528,69,25,3,2.740489959716797,0.1,16
312,stop_on_plateau,0.05187703241758716,27,13,38.74649634728065,13,25,3,3.1481528282165527,0.1,16
313,hyperband,0.06579738091950926,27,49,2.4508872152376573,357,25,3,5.468542098999023,0.1,16
314,stop_on_plateau,0.05807907763901097,81,19,33.56860512181332,19,25,3,3.986271858215332,0.1,16
315,hyperband,0.149598402724953,81,143,1.6349191683745699,1581,25,3,16.15504503250122,0.1,16
316,stop_on_plateau,0.05939061398387167,243,19,34.40575248316714,19,25,3,4.085683107376099,0.1,16
317,hyperband,0.3719974487703043,243,143,1.5164514244444733,4743,25,3,44.953306913375854,0.1,16
318,stop_on_plateau,0.049488093141687776,9,7,41.75366265433175,7,25,3,1.2178151607513428,0.1,24
319,hyperband,0.05582369652117961,9,17,8.705672388491422,69,25,3,2.502880811691284,0.1,24
320,stop_on_plateau,0.05893456096860955,27,13,56.546142284686745,13,25,3,3.0629160404205322,0.1,24
321,hyperband,0.05581251263145489,27,49,3.5325378930869222,357,25,3,5.254650115966797,0.1,24
322,stop_on_plateau,0.06832391626046716,81,19,39.94485553942228,19,25,3,3.1623010635375977,0.1,24
323,hyperband,0.08426704035390084,81,143,2.069288612090659,1581,25,3,13.631438732147217,0.1,24
324,stop_on_plateau,0.05634648316035204,243,19,40.42293247423673,19,25,3,3.200148820877075,0.1,24
325,hyperband,0.1987229231844901,243,143,1.8874205191779334,4743,25,3,37.300148010253906,0.1,24
326,stop_on_plateau,0.04883062426407982,9,7,55.10638645717076,7,25,3,1.2054522037506104,0.1,32
327,hyperband,0.0437217333263753,9,17,11.57275877137115,69,25,3,2.4953761100769043,0.1,32
328,stop_on_plateau,0.0564321586828803,27,13,76.18126502403845,13,25,3,3.0948638916015625,0.1,32
329,hyperband,0.04084813703579141,27,49,4.285004345976672,357,25,3,4.780457973480225,0.1,32
330,stop_on_plateau,0.059039769373320394,81,19,52.49279624537417,19,25,3,3.116759777069092,0.1,32
331,hyperband,0.09159502528448075,81,143,2.645805740115161,1581,25,3,13.07193398475647,0.1,32
332,stop_on_plateau,0.06454410857875274,243,19,52.23466170461554,19,25,3,3.101433038711548,0.1,32
333,hyperband,0.24611177676967055,243,143,2.299997601960496,4743,25,3,34.09027695655823,0.1,32
334,stop_on_plateau,0.035140004968074116,9,7,69.24452100481305,7,25,3,1.2117791175842285,0.1,40
335,hyperband,0.048612225508840624,9,17,14.715287305306695,69,25,3,2.5383870601654053,0.1,40
336,stop_on_plateau,0.06025164092666725,27,13,104.98477495633638,13,25,3,3.4120051860809326,0.1,40
337,hyperband,0.04733612548295843,27,49,5.277902405469023,357,25,3,4.7105278968811035,0.1,40
338,stop_on_plateau,0.07607768368121968,81,19,65.4174101980109,19,25,3,3.1073269844055176,0.1,40
339,hyperband,0.1404409422383553,81,143,3.0255838257839676,1581,25,3,11.958620071411133,0.1,40
340,stop_on_plateau,0.0595833249716209,243,19,73.11322563572934,19,25,3,3.4728782176971436,0.1,40
341,hyperband,0.3914936999909519,243,143,2.7078581489693283,4743,25,3,32.10842800140381,0.1,40
342,stop_on_plateau,0.045553956313627096,9,7,83.35907527378626,7,25,3,1.2156531810760498,0.1,48
343,hyperband,0.051145939132616336,9,17,17.08935613217561,69,25,3,2.456594944000244,0.1,48
344,stop_on_plateau,0.05915834689283252,27,13,115.54652287409856,13,25,3,3.129384994506836,0.1,48
345,hyperband,0.056685041338383514,27,49,6.3341406814190515,357,25,3,4.71101713180542,0.1,48
346,stop_on_plateau,0.05184765170587628,81,19,87.28969573974608,19,25,3,3.455217123031616,0.1,48
347,hyperband,0.1243822681519491,81,143,3.5593551838420594,1581,25,3,11.723626136779785,0.1,48
348,stop_on_plateau,0.06569682893446005,243,19,77.97928860313013,19,25,3,3.0866801738739014,0.1,48
349,hyperband,0.3628558937980887,243,143,3.2434107124767753,4743,25,3,32.04895210266113,0.1,48
350,stop_on_plateau,0.05080155257561554,9,7,96.58720016479492,7,25,3,1.2073400020599365,0.1,56
351,hyperband,0.04350054719261244,9,17,20.266002433887426,69,25,3,2.497061014175415,0.1,56
352,stop_on_plateau,0.08223873579622766,27,13,133.54266826923077,13,25,3,3.10009765625,0.1,56
353,hyperband,0.05457052949763914,27,49,7.37549015119964,357,25,3,4.7018749713897705,0.1,56
354,stop_on_plateau,0.05323710421905518,81,19,90.87844848632811,19,25,3,3.083375930786133,0.1,56
355,hyperband,0.067144359827978,81,143,4.242751322389779,1581,25,3,11.978196144104004,0.1,56
356,stop_on_plateau,0.05436416555760267,243,19,91.34097751818204,19,25,3,3.0990688800811768,0.1,56
357,hyperband,0.30229284251687927,243,143,3.7424685144233423,4743,25,3,31.6973717212677,0.1,56
358,stop_on_plateau,0.04850122098386102,9,7,111.2243216378348,7,25,3,1.2165160179138184,0.1,64
359,hyperband,0.05192763744508974,9,17,22.60154392408288,69,25,3,2.4367289543151855,0.1,64
360,stop_on_plateau,0.07598112737394355,27,13,151.86289860652042,13,25,3,3.0847151279449463,0.1,64
361,hyperband,0.04866216078401987,27,49,8.438383471064206,357,25,3,4.707035779953003,0.1,64
362,stop_on_plateau,0.07923214376601631,81,19,104.11311099403783,19,25,3,3.090857982635498,0.1,64
363,hyperband,0.062236621672664735,81,143,4.842434810129318,1581,25,3,11.962327241897583,0.1,64
364,stop_on_plateau,0.06335973699803706,243,19,106.38736925627055,19,25,3,3.1583750247955322,0.1,64
365,hyperband,0.34580600101159015,243,143,4.203191439913919,4743,25,3,31.14958906173706,0.1,64
366,stop_on_plateau,0.04432313853508771,9,7,14.769306182861326,7,25,4,1.2923142910003662,0.1,8
367,hyperband,0.04692288332429418,9,17,3.484466110450634,69,25,4,3.005352020263672,0.1,8
368,stop_on_plateau,0.057983552802887854,27,13,32.34391872699444,13,25,4,5.255886793136597,0.1,8
369,hyperband,0.049740812870555026,27,49,1.6380147640110732,357,25,4,7.309640884399414,0.1,8
370,stop_on_plateau,0.06720129952456583,81,19,30.204438661274153,19,25,4,7.173554182052612,0.1,8
371,hyperband,0.2483434357406849,81,143,1.4035603850797185,1581,25,4,27.73786211013794,0.1,8
372,stop_on_plateau,0.06950904424997764,243,19,30.790341025904603,19,25,4,7.312705993652344,0.1,8
373,hyperband,0.2994336946011763,243,143,1.243081319038058,4743,25,4,73.69918370246887,0.1,8
374,stop_on_plateau,0.04722129739593004,9,7,28.040041242327007,7,25,4,1.2267518043518066,0.1,16
375,hyperband,0.04703051613569984,9,17,5.713288680366848,69,25,4,2.463855743408203,0.1,16
376,stop_on_plateau,0.06351654359913224,27,13,38.757881751427284,13,25,4,3.149077892303467,0.1,16
377,hyperband,0.07220196124346154,27,49,2.5675128755115324,357,25,4,5.728763103485107,0.1,16
378,stop_on_plateau,0.05158460290125681,81,19,33.38384929456209,19,25,4,3.964332103729248,0.1,16
379,hyperband,0.1542620170325623,81,143,1.6536129463480513,1581,25,4,16.339762926101685,0.1,16
380,stop_on_plateau,0.049338240741970164,243,19,33.18304764597039,19,25,4,3.9404869079589844,0.1,16
381,hyperband,0.36760298000233227,243,143,1.4999226138432418,4743,25,4,44.4633309841156,0.1,16
382,stop_on_plateau,0.05209274650804677,9,7,41.78430829729352,7,25,4,1.2187089920043945,0.1,24
383,hyperband,0.04736650211020592,9,17,11.073692985202953,69,25,4,3.1836867332458496,0.1,24
384,stop_on_plateau,0.058874907573702236,27,13,56.808942648080674,13,25,4,3.07715106010437,0.1,24
385,hyperband,0.05978269260412558,27,49,3.2965168031323855,357,25,4,4.903568744659424,0.1,24
386,stop_on_plateau,0.06504822341992607,81,19,40.120510302091894,19,25,4,3.1762070655822754,0.1,24
387,hyperband,0.13240833102544491,81,143,2.089088302409626,1581,25,4,13.761869192123413,0.1,24
388,stop_on_plateau,0.08704203272023536,243,19,44.8598279451069,19,25,4,3.551403045654297,0.1,24
389,hyperband,0.17951481459701066,243,143,1.89160703481714,4743,25,4,37.38288402557373,0.1,24
390,stop_on_plateau,0.044405978767590774,9,7,54.661396571568076,7,25,4,1.1957180500030518,0.1,32
391,hyperband,0.04703332991967903,9,17,11.495470793350883,69,25,4,2.478710889816284,0.1,32
392,stop_on_plateau,0.07167009718999427,27,13,76.55502906212439,13,25,4,3.1100480556488037,0.1,32
393,hyperband,0.05392774509408099,27,49,4.337067590708158,357,25,4,4.838541030883789,0.1,32
394,stop_on_plateau,0.055298328047207246,81,19,59.34826499537417,19,25,4,3.523803234100342,0.1,32
395,hyperband,0.1120810920308721,81,143,2.518140152238125,1581,25,4,12.44118618965149,0.1,32
396,stop_on_plateau,0.06374964896804118,243,19,51.875317222193665,19,25,4,3.080096960067749,0.1,32
397,hyperband,0.30080027880100124,243,143,2.2957375590971645,4743,25,4,34.027135133743286,0.1,32
398,stop_on_plateau,0.05050603637857016,9,7,70.88644845145089,7,25,4,1.2405128479003906,0.1,40
399,hyperband,0.05089852038078876,9,17,14.634654832922893,69,25,4,2.524477958679199,0.1,40
400,stop_on_plateau,0.06608423807324515,27,13,94.99830832848181,13,25,4,3.087445020675659,0.1,40
401,hyperband,0.05019943319775637,27,49,5.269831168551405,357,25,4,4.703324317932129,0.1,40
402,stop_on_plateau,0.052093423287372535,81,19,64.9846729479338,19,25,4,3.0867719650268555,0.1,40
403,hyperband,0.10519992234300869,81,143,3.106362996110427,1581,25,4,12.277899742126465,0.1,40
404,stop_on_plateau,0.07326110411229245,243,19,64.99059074803402,19,25,4,3.087053060531616,0.1,40
405,hyperband,0.23560691693233343,243,143,2.7142896095258187,4743,25,4,32.18468904495239,0.1,40
406,stop_on_plateau,0.051262471585941195,9,7,82.8485379900251,7,25,4,1.2082078456878662,0.1,48
407,hyperband,0.04649349434544299,9,17,17.439603390900984,69,25,4,2.5069429874420166,0.1,48
408,stop_on_plateau,0.05499783457588298,27,13,114.1728005042443,13,25,4,3.092180013656616,0.1,48
409,hyperband,0.07657797764219597,27,49,6.348891378450794,357,25,4,4.721987962722778,0.1,48
410,stop_on_plateau,0.05568154437445333,81,19,77.88345939234682,19,25,4,3.0828869342803955,0.1,48
411,hyperband,0.15195283292053524,81,143,3.6950105960274096,1581,25,4,12.170441150665283,0.1,48
412,stop_on_plateau,0.047457845928958076,243,19,79.31221811394941,19,25,4,3.139441967010498,0.1,48
413,hyperband,0.32410398175932065,243,143,3.253471475850925,4743,25,4,32.14836502075195,0.1,48
414,stop_on_plateau,0.053621162362277625,9,7,98.54480743408203,7,25,4,1.2318100929260254,0.1,56
415,hyperband,0.04659331507946887,9,17,20.999352551888727,69,25,4,2.5874202251434326,0.1,56
416,stop_on_plateau,0.06630938587687409,27,13,133.04151681753305,13,25,4,3.08846378326416,0.1,56
417,hyperband,0.051069211636621564,27,49,7.3329300973929605,357,25,4,4.674742937088013,0.1,56
418,stop_on_plateau,0.06243267591178955,81,19,90.937096445184,19,25,4,3.0853657722473145,0.1,56
419,hyperband,0.12203181187761072,81,143,4.239650427126416,1581,25,4,11.969441652297974,0.1,56
420,stop_on_plateau,0.05928522633119288,243,19,92.00030678196956,19,25,4,3.121438980102539,0.1,56
421,hyperband,0.30351706544910095,243,143,3.7164793993736556,4743,25,4,31.477253198623657,0.1,56
422,stop_on_plateau,0.05184600975564429,9,7,113.38256835937499,7,25,4,1.240121841430664,0.1,64
423,hyperband,0.046836234149676415,9,17,24.707349694293477,69,25,4,2.6637611389160156,0.1,64
424,stop_on_plateau,0.04999476804587066,27,13,153.9246309720553,13,25,4,3.126594066619873,0.1,64
425,hyperband,0.05059672170056711,27,49,8.429676558123248,357,25,4,4.702178955078125,0.1,64
426,stop_on_plateau,0.060181239656600966,81,19,104.47957089072779,19,25,4,3.1017372608184814,0.1,64
427,hyperband,0.14485502955988871,81,143,4.855870651640822,1581,25,4,11.99551796913147,0.1,64
428,stop_on_plateau,0.06397867020255694,243,19,107.07139667711759,19,25,4,3.1786820888519287,0.1,64
429,hyperband,0.2735618959284134,243,143,4.191294281436953,4743,25,4,31.06141996383667,0.1,64
430,stop_on_plateau,0.04712549166506738,9,7,14.371381487165177,7,25,5,1.2574958801269531,0.1,8
431,hyperband,0.045442378226515937,9,17,3.4662332396576367,69,25,5,2.989626169204712,0.1,8
432,stop_on_plateau,0.05916486674248502,27,13,32.30857849121094,13,25,5,5.250144004821777,0.1,8
433,hyperband,0.060784988539743415,27,49,1.562432735240092,357,25,5,6.972356081008911,0.1,8
434,stop_on_plateau,0.0647746895934508,81,19,31.723718141254622,19,25,5,7.534383058547974,0.1,8
435,hyperband,0.13274959680263815,81,143,1.3500485187991367,1581,25,5,26.680333852767944,0.1,8
436,stop_on_plateau,0.06730225554722914,243,19,31.419986925627054,19,25,5,7.462246894836426,0.1,8
437,hyperband,0.4309889762964591,243,143,1.2795517632108233,4743,25,5,75.8614251613617,0.1,8
438,stop_on_plateau,0.05676212487781827,9,7,28.03115844726562,7,25,5,1.226363182067871,0.1,16
439,hyperband,0.04611156782487324,9,17,5.794840826504472,69,25,5,2.4990251064300537,0.1,16
440,stop_on_plateau,0.058730207427230945,27,13,38.55578202467698,13,25,5,3.132657289505005,0.1,16
441,hyperband,0.04740184102986322,27,49,2.382286990724024,357,25,5,5.3154778480529785,0.1,16
442,stop_on_plateau,0.06467075753938634,81,19,34.48601371363589,19,25,5,4.095214128494263,0.1,16
443,hyperband,0.07808100301603842,81,143,1.663677160080892,1581,25,5,16.439209938049316,0.1,16
444,stop_on_plateau,0.04721739899260047,243,19,34.41477725380345,19,25,5,4.08675479888916,0.1,16
445,hyperband,0.2713499306659006,243,143,1.5338690924840512,4743,25,5,45.4696319103241,0.1,16
446,stop_on_plateau,0.03668291875434244,9,7,41.47957665579659,7,25,5,1.2098209857940674,0.1,24
447,hyperband,0.02941078301266277,9,17,9.45350646972656,69,25,5,2.7178831100463867,0.1,24
448,stop_on_plateau,0.06776321360246265,27,13,57.00993171105018,13,25,5,3.0880379676818848,0.1,24
449,hyperband,0.05463165649151702,27,49,3.3160193627621948,357,25,5,4.932578802108765,0.1,24
450,stop_on_plateau,0.07603931949235833,81,19,40.29416837190326,19,25,5,3.189954996109009,0.1,24
451,hyperband,0.20389477989434204,81,143,2.0766087410798333,1581,25,5,13.679660081863403,0.1,24
452,stop_on_plateau,0.06180933933673706,243,19,40.27437310469777,19,25,5,3.188387870788574,0.1,24
453,hyperband,0.32650175606104864,243,143,1.9204487761389524,4743,25,5,37.952868938446045,0.1,24
454,stop_on_plateau,0.03787544117917197,9,7,55.454766409737715,7,25,5,1.2130730152130127,0.1,32
455,hyperband,0.04050063668197197,9,17,11.872885883718297,69,25,5,2.560091018676758,0.1,32
456,stop_on_plateau,0.06115870787297977,27,13,76.89797034630408,13,25,5,3.1239800453186035,0.1,32
457,hyperband,0.0712503024721981,27,49,4.267884796740962,357,25,5,4.761358976364136,0.1,32
458,stop_on_plateau,0.061255829380371246,81,19,51.995741191663235,19,25,5,3.087247133255005,0.1,32
459,hyperband,0.12012773027938711,81,143,2.566789678951217,1581,25,5,12.68154525756836,0.1,32
460,stop_on_plateau,0.09367769016124146,243,19,52.13221098247327,19,25,5,3.0953500270843506,0.1,32
461,hyperband,0.2701603576686849,243,143,2.3268921908612445,4743,25,5,34.48890519142151,0.1,32
462,stop_on_plateau,0.04650793463323429,9,7,70.7120486668178,7,25,5,1.2374608516693115,0.1,40
463,hyperband,0.05514946752810001,9,17,15.569677214691604,69,25,5,2.6857693195343018,0.1,40
464,stop_on_plateau,0.0654536659229284,27,13,95.58655665471004,13,25,5,3.106563091278076,0.1,40
465,hyperband,0.05593123765429703,27,49,5.316069680435651,357,25,5,4.744592189788818,0.1,40
466,stop_on_plateau,0.05722860103076733,81,19,65.40092669035259,19,25,5,3.106544017791748,0.1,40
467,hyperband,0.11979335746015642,81,143,3.0852371495709545,1581,25,5,12.1943998336792,0.1,40
468,stop_on_plateau,0.05537937857923114,243,19,65.57755721242805,19,25,5,3.114933967590332,0.1,40
469,hyperband,0.33154297851450176,243,143,2.773467765034389,4743,25,5,32.886394023895264,0.1,40
470,stop_on_plateau,0.04427994873878547,9,7,83.51675851004462,7,25,5,1.2179527282714844,0.1,48
471,hyperband,0.047366721270085545,9,17,17.963316544242524,69,25,5,2.5822267532348633,0.1,48
472,stop_on_plateau,0.0567884124187755,27,13,114.46438716008113,13,25,5,3.1000771522521973,0.1,48
473,hyperband,0.056848404939256816,27,49,6.313342246688714,357,25,5,4.6955482959747314,0.1,48
474,stop_on_plateau,0.06123636049066373,81,19,78.76205845883017,19,25,5,3.1176648139953613,0.1,48
475,hyperband,0.11755292353279126,81,143,3.7202098202207727,1581,25,5,12.253441095352173,0.1,48
476,stop_on_plateau,0.061538073245145014,243,19,79.5393893593236,19,25,5,3.1484341621398926,0.1,48
477,hyperband,0.2891074216831083,243,143,3.2562050526840336,4743,25,5,32.175376176834106,0.1,48
478,stop_on_plateau,0.05531343345536182,9,7,97.9342269897461,7,25,5,1.2241778373718262,0.1,56
479,hyperband,0.04346249385037465,9,17,20.87199529012044,69,25,5,2.571727991104126,0.1,56
480,stop_on_plateau,0.06822227243402751,27,13,133.39440565842847,13,25,5,3.09665584564209,0.1,56
481,hyperband,0.06850130982723468,27,49,7.358613481708601,357,25,5,4.691116094589233,0.1,56
482,stop_on_plateau,0.05257372847308684,81,19,91.70687022962068,19,25,5,3.111483097076416,0.1,56
483,hyperband,0.08809486901545899,81,143,4.237379753310645,1581,25,5,11.96303105354309,0.1,56
484,stop_on_plateau,0.05241004350137097,243,19,92.0425113878752,19,25,5,3.122870922088623,0.1,56
485,hyperband,0.17086514616702816,243,143,3.738626716962827,4743,25,5,31.664833068847656,0.1,56
486,stop_on_plateau,0.05190289560632131,9,7,111.35641915457589,7,25,5,1.2179608345031738,0.1,64
487,hyperband,0.043103268895541086,9,17,26.050901551177535,69,25,5,2.808612823486328,0.1,64
488,stop_on_plateau,0.05668331081519008,27,13,153.13334538386417,13,25,5,3.110521078109741,0.1,64
489,hyperband,0.046118697233400285,27,49,8.58491486194087,357,25,5,4.788772821426392,0.1,64
490,stop_on_plateau,0.06328152692560504,81,19,104.79068153782895,19,25,5,3.110973358154297,0.1,64
491,hyperband,0.14656378081511356,81,143,4.864064746834973,1581,25,5,12.015759944915771,0.1,64
492,stop_on_plateau,0.08466065121215084,243,19,104.14696944387335,19,25,5,3.0918631553649902,0.1,64
493,hyperband,0.3366828670302408,243,143,4.2284372238426196,4743,25,5,31.336683988571167,0.1,64
494,stop_on_plateau,0.0507851583663134,9,7,15.86865288870675,7,25,6,1.3885071277618408,0.1,8
495,hyperband,0.051854735808039606,9,17,3.33763371343198,69,25,6,2.878709077835083,0.1,8
496,stop_on_plateau,0.049856658199394124,27,13,33.7253790635329,13,25,6,5.480374097824097,0.1,8
497,hyperband,0.04974368416338161,27,49,1.6595142161478849,357,25,6,7.4055821895599365,0.1,8
498,stop_on_plateau,0.0639077957685231,81,19,30.867650885331003,19,25,6,7.331067085266113,0.1,8
499,hyperband,0.12438267180502882,81,143,1.425634115123809,1581,25,6,28.174094200134277,0.1,8
500,stop_on_plateau,0.06481740335240975,243,19,30.748013948139388,19,25,6,7.3026533126831055,0.1,8
501,hyperband,0.41311145362194024,243,143,1.3380677715625637,4743,25,6,79.3306930065155,0.1,8
502,stop_on_plateau,0.03950029210572037,9,7,28.65538460867745,7,25,6,1.2536730766296387,0.1,16
503,hyperband,0.0543127313343465,9,17,5.746358788531759,69,25,6,2.4781172275543213,0.1,16
504,stop_on_plateau,0.04240793367345091,27,13,39.60609142596905,13,25,6,3.2179949283599854,0.1,16
505,hyperband,0.08155802925845557,27,49,2.454040484602044,357,25,6,5.4755778312683105,0.1,16
506,stop_on_plateau,0.058292463890026874,81,19,33.516116895173724,19,25,6,3.98003888130188,0.1,16
507,hyperband,0.0849399778692299,81,143,1.646920698191228,1581,25,6,16.273635149002075,0.1,16
508,stop_on_plateau,0.06357053366369916,243,19,33.47468526739823,19,25,6,3.97511887550354,0.1,16
509,hyperband,0.24463241281521073,243,143,1.5393868433682696,4743,25,6,45.633198738098145,0.1,16
510,stop_on_plateau,0.048089086104727126,9,7,41.27037048339843,7,25,6,1.203719139099121,0.1,24
511,hyperband,0.04007643470851436,9,17,8.604524861211361,69,25,6,2.4738008975982666,0.1,24
512,stop_on_plateau,0.0584200916806905,27,13,56.95403172419621,13,25,6,3.085010051727295,0.1,24
513,hyperband,0.04351299701674896,27,49,3.4093324677283023,357,25,6,5.07138204574585,0.1,24
514,stop_on_plateau,0.05941016963141409,81,19,45.20672848350123,19,25,6,3.5788660049438477,0.1,24
515,hyperband,0.055942448672068816,81,143,1.975650823546089,1581,25,6,13.014599800109863,0.1,24
516,stop_on_plateau,0.05201709973556916,243,19,45.86711883544921,19,25,6,3.6311469078063965,0.1,24
517,hyperband,0.2879521897106073,243,143,1.8969985098117972,4743,25,6,37.48943305015564,0.1,24
518,stop_on_plateau,0.052006940435564884,9,7,54.91748264857701,7,25,6,1.201319932937622,0.1,32
519,hyperband,0.04496114926194703,9,17,11.690346538156703,69,25,6,2.520730972290039,0.1,32
520,stop_on_plateau,0.04337650644718931,27,13,76.88984797551082,13,25,6,3.123650074005127,0.1,32
521,hyperband,0.07134673723884938,27,49,4.339679536365327,357,25,6,4.841454982757568,0.1,32
522,stop_on_plateau,0.05956340678471905,81,19,59.82940673828124,19,25,6,3.552371025085449,0.1,32
523,hyperband,0.11959207318296622,81,143,2.5160737975649554,1581,25,6,12.43097710609436,0.1,32
524,stop_on_plateau,0.06933954017409956,243,19,59.40845288728413,19,25,6,3.527376890182495,0.1,32
525,hyperband,0.46333788601554377,243,143,2.3150517019118633,4743,25,6,34.3134069442749,0.1,32
526,stop_on_plateau,0.04147250756679428,9,7,69.01948111397878,7,25,6,1.207840919494629,0.1,40
527,hyperband,0.03848416456620808,9,17,15.362034673276154,69,25,6,2.6499509811401367,0.1,40
528,stop_on_plateau,0.06088073067472173,27,13,96.25827349149263,13,25,6,3.1283938884735107,0.1,40
529,hyperband,0.04786975742631526,27,49,5.417002082204952,357,25,6,4.83467435836792,0.1,40
530,stop_on_plateau,0.05469747891559939,81,19,65.18625962106805,19,25,6,3.0963473320007324,0.1,40
531,hyperband,0.13752831681933148,81,143,2.960498961823262,1581,25,6,11.701372146606445,0.1,40
532,stop_on_plateau,0.05431018806241536,243,19,65.64097153513055,19,25,6,3.117946147918701,0.1,40
533,hyperband,0.29185137714092296,243,143,2.740086871763837,4743,25,6,32.4905800819397,0.1,40
534,stop_on_plateau,0.04529537686701181,9,7,85.83451407296316,7,25,6,1.251753330230713,0.1,48
535,hyperband,0.0358023452455028,9,17,17.786370982294496,69,25,6,2.556790828704834,0.1,48
536,stop_on_plateau,0.06739240444510408,27,13,114.75755838247446,13,25,6,3.1080172061920166,0.1,48
537,hyperband,0.051678412797499636,27,49,6.3060879106281185,357,25,6,4.690152883529663,0.1,48
538,stop_on_plateau,0.0686845196828389,81,19,78.67222836143091,19,25,6,3.1141090393066406,0.1,48
539,hyperband,0.0733172683956545,81,143,3.5447177488844575,1581,25,6,11.675414085388184,0.1,48
540,stop_on_plateau,0.05227894052048673,243,19,77.86178187320105,19,25,6,3.082028865814209,0.1,48
541,hyperband,0.33596939514178753,243,143,3.20907489021393,4743,25,6,31.70967125892639,0.1,48
542,stop_on_plateau,0.05269590380650499,9,7,97.37773895263672,7,25,6,1.217221736907959,0.1,56
543,hyperband,0.053405227711195824,9,17,21.703879038492836,69,25,6,2.6742279529571533,0.1,56
544,stop_on_plateau,0.06565009931759581,27,13,153.2886681189904,13,25,6,3.5584869384765625,0.1,56
545,hyperband,0.050707378677396914,27,49,7.498708986768535,357,25,6,4.780426979064941,0.1,56
